Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,485,2703,2832,3662,3898,4418,204,5394,0.000%,.37542,0.29,0.10
TriggerOTP ,481,3108,3244,4060,4296,4932,508,5565,0.416%,.37324,0.28,0.13
OpenLogin ,480,12792,11493,20967,21956,23877,2515,25444,0.625%,.37099,24.33,0.17
Product Listing Page (PLP),475,41,39,56,65,79,21,105,0.000%,.37027,10.84,0.20
Get Product List for Compare,474,2898,3015,3867,4187,4517,104,4843,0.000%,.36981,0.30,0.11
To Add Product To Compare,474,4706,4850,5717,5982,6586,292,7873,0.000%,.36898,0.30,0.14
Get Compare List after adding Product,469,4395,4619,5619,5872,6279,325,6865,0.000%,.36590,0.43,0.11
To Remove Product from Compare List ,468,4737,4915,5660,5943,6603,355,6982,0.000%,.36587,0.30,0.13
Product Description Page (PDP),467,6065,6221,7120,7567,8083,645,8361,0.000%,.36467,8.80,0.10
Get Product details with seller,464,6110,6270,7162,7415,7948,758,8336,0.000%,.36337,1.75,0.10
Add Product to WishList,463,6838,7028,7962,8225,8802,637,9385,0.648%,.36303,0.25,0.11
Add To Cart,461,15568,15235,24682,26044,27003,1920,27689,0.651%,.35997,0.38,0.30
Buy Now ,452,15163,14551,24212,25336,26724,5539,27963,0.000%,.35383,0.38,0.20
Instabuy pop-up,447,8379,8697,10508,11132,12533,1930,13954,5.817%,.35260,1.43,0.11
Exchange Pop-up,443,3588,3580,4417,4591,5085,554,5264,0.000%,.35366,1.26,0.09
Remove Exchange,443,3139,3170,3947,4103,4723,561,5413,0.000%,.35328,0.27,0.13
Deactivate Exchange,443,3161,3170,3979,4225,4699,337,4899,0.000%,.35288,0.27,0.13
Notify Me (if product is out of stock),440,2983,3024,3748,4044,4524,499,4918,0.000%,.35110,0.27,0.16
Place Order,439,11317,5424,27352,28211,30205,834,31810,0.000%,.34870,62.68,0.12
TOTAL,8768,6172,4448,12999,18712,26404,21,31810,0.422%,6.74797,112.32,2.59
