Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,200,720,539,694,772,1136,133,19896,0.000%,.33044,0.26,0.08
TriggerOTP ,200,1205,1025,1183,1278,1670,437,26896,0.000%,.32996,0.24,0.11
OpenLogin ,200,7523,6026,14675,15372,17527,1874,23682,0.000%,.32800,21.68,0.15
Product Listing Page (PLP),199,20,19,26,30,34,16,48,0.000%,.33110,9.69,0.18
Get Product List for Compare,199,764,749,950,1141,1459,232,1607,0.000%,.33078,0.26,0.10
To Add Product To Compare,198,2702,2480,2924,3046,3575,930,28227,0.000%,.33039,0.27,0.12
Get Compare List after adding Product,198,2599,2522,3189,3415,3754,552,26303,0.000%,.32993,0.43,0.10
To Remove Product from Compare List ,197,2928,2501,3039,3212,21050,646,36266,0.000%,.32991,0.27,0.12
Product Description Page (PDP),194,4009,3682,4397,4658,15305,1237,32201,0.000%,.32774,7.87,0.09
Get Product details with seller,193,4404,3794,4385,4726,27195,1526,46977,0.000%,.32767,1.57,0.09
Add Product to WishList,190,4912,4509,5160,5590,24936,1203,29363,0.000%,.32556,0.23,0.10
Add To Cart,187,12895,10320,19931,28750,40215,4577,80808,2.674%,.32156,0.34,0.27
Buy Now ,184,13032,9620,18756,30659,56954,5150,58740,0.000%,.31821,0.34,0.18
Instabuy pop-up,180,7210,6057,8184,17275,35166,297,50872,7.222%,.31813,1.30,0.10
Exchange Pop-up,176,2177,1229,1634,2210,24178,785,25762,0.000%,.31773,1.14,0.08
Remove Exchange,176,1352,842,1140,1660,21714,448,25146,0.000%,.31838,0.25,0.11
Deactivate Exchange,175,1084,836,1064,1440,3341,209,27650,0.000%,.31747,0.25,0.11
Notify Me (if product is out of stock),174,1138,685,886,1118,23549,340,27649,0.000%,.31848,0.24,0.15
Place Order,174,7748,3258,15955,20293,38126,463,87500,0.000%,.31655,65.90,0.11
TOTAL,3594,4089,2393,9754,15392,27583,16,87500,0.501%,5.79299,103.46,2.22
