Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,548,61,49,79,89,203,32,2513,0.000%,.42531,0.42,0.11
OpenLogin ,548,6925,6092,7770,19361,20878,1454,21411,0.000%,.42205,0.74,0.22
TriggerOTP,544,9304,9710,10799,11791,12671,1143,14898,0.184%,.42046,1.74,0.30
Product Listing Page (PLP),541,22,18,24,28,72,14,1118,0.000%,.42026,10.90,0.21
Get Product List for Compare,541,3884,4033,4694,5017,5455,283,7552,0.000%,.41886,0.34,0.13
To Add Product To Compare,540,6381,6585,7318,7532,7893,1041,8253,2.593%,.41804,0.35,0.16
Get Compare List after adding Product,536,6509,6655,7467,7812,8477,1174,10828,0.000%,.41574,0.55,0.13
To Remove Product from Compare List ,533,6445,6623,7301,7566,8057,1052,9269,6.191%,.41321,0.33,0.15
Get Compare List after removing Product,528,3912,4042,4676,4898,5153,275,5961,0.000%,.41174,0.34,0.13
Product Description Page (PDP),528,4328,4450,5130,5308,5762,519,9567,0.000%,.41042,6.89,0.11
Get Product details with seller,527,4350,4444,5147,5430,5962,492,8689,0.000%,.40958,2.21,0.12
Add Product to WishList,524,9210,9375,10225,10408,11125,1437,12376,0.000%,.40759,0.29,0.12
Notify Me (if product is out of stock),522,3861,3909,4623,4851,5656,214,8282,0.000%,.40682,0.32,0.19
Add To Cart,519,12996,14561,17424,29178,31945,1055,33465,0.771%,.40349,0.41,0.23
Buy Now ,516,12630,14009,16566,28656,30078,1069,30850,0.775%,.40183,0.41,0.23
Instabuy pop-up,509,7528,8221,9355,9698,10463,312,10801,4.322%,.39717,1.14,0.12
Exchange Pop-up,506,4971,5017,5705,5828,6306,473,6873,0.000%,.39609,1.44,0.10
Remove Exchange,505,4122,4124,4809,5032,5737,306,7023,0.000%,.39522,0.31,0.15
Deactivate Exchange,503,4119,4150,4794,4979,5235,398,5609,0.000%,.39531,0.31,0.15
Place Order,503,7438,6084,11295,22608,34375,860,35661,0.000%,.39341,5.74,0.15
TOTAL,10521,5927,4968,10157,14527,21016,14,35661,0.741%,8.10231,34.83,3.18
