Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,422,73,51,122,147,280,33,2685,0.000%,.47028,0.46,0.12
OpenLogin ,422,11549,11670,14234,22389,24226,1531,34248,0.000%,.46256,0.81,0.24
TriggerOTP,417,19641,22176,25082,25764,34657,884,35416,11.511%,.45718,1.78,0.32
Product Listing Page (PLP),408,24,22,30,34,47,15,273,0.000%,.46148,11.97,0.23
Get Product List for Compare,408,9449,9939,11568,12201,20943,834,21628,0.000%,.45644,0.37,0.14
To Add Product To Compare,408,11640,12247,13669,13915,23081,2867,24089,6.373%,.45074,0.38,0.17
Get Compare List after adding Product,405,11514,11989,13467,13839,22599,3080,23649,0.000%,.44804,0.59,0.14
To Remove Product from Compare List ,402,11870,12179,13477,13920,22701,3422,24530,56.716%,.44631,0.37,0.16
Get Compare List after removing Product,399,9933,10056,11630,12002,20954,2136,21416,0.000%,.44916,0.37,0.14
Product Description Page (PDP),398,10666,10510,11962,12394,33456,2087,45316,0.000%,.44553,7.47,0.12
Get Product details with seller,397,10008,10359,11765,12126,12789,2256,12866,0.000%,.44684,2.41,0.13
Add Product to WishList,393,13579,14353,15615,16017,16473,1485,17564,12.214%,.44268,0.32,0.13
Notify Me (if product is out of stock),388,9979,10121,11575,11900,12403,4580,12563,0.000%,.43826,0.34,0.20
Add To Cart,381,20220,22215,29313,35418,39704,7177,50403,1.312%,.43055,0.44,0.25
Buy Now ,369,20051,20866,28587,36906,40882,5965,58876,2.439%,.41941,0.44,0.24
Instabuy pop-up,358,12630,12918,15491,15925,17217,5952,49971,13.408%,.41318,0.91,0.13
Exchange Pop-up,353,10968,11016,12406,12654,12915,7534,13279,0.000%,.41101,1.49,0.10
Remove Exchange,345,10418,10480,11870,12211,12675,5872,22363,0.000%,.40689,0.32,0.15
Deactivate Exchange,335,10356,10377,11800,12025,12568,6710,20865,0.000%,.39964,0.32,0.15
Place Order,330,14672,12526,17885,38396,42017,5788,45120,0.303%,.39599,10.25,0.15
TOTAL,7738,11364,10961,20673,25082,34914,15,58876,5.337%,8.44299,39.88,3.32
