Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,124,56,51,75,91,121,37,136,0.000%,.40563,0.40,0.10
OpenLogin ,124,1944,1453,2273,7000,7735,999,8175,0.000%,.40390,0.71,0.21
TriggerOTP,124,1323,1307,1573,1676,1837,574,2568,0.000%,.40350,1.69,0.29
Product Listing Page (PLP),124,20,19,23,27,50,15,135,0.000%,.40430,10.49,0.20
Get Product List for Compare,124,387,396,480,509,593,152,609,0.000%,.40384,0.33,0.12
To Add Product To Compare,124,1158,1138,1404,1495,1888,449,1986,0.000%,.40200,0.33,0.15
Get Compare List after adding Product,123,1132,1143,1473,1533,1611,527,1646,0.000%,.40738,0.52,0.13
To Remove Product from Compare List ,123,1149,1149,1403,1436,1511,431,1562,0.000%,.40663,0.33,0.15
Get Compare List after removing Product,123,430,402,535,620,1239,172,1300,0.000%,.40673,0.34,0.13
Product Description Page (PDP),123,577,579,695,733,781,344,831,0.000%,.40622,6.82,0.11
Get Product details with seller,123,582,584,705,738,779,272,791,0.000%,.40598,2.19,0.12
Add Product to WishList,123,1970,1931,2385,2462,2662,1440,3278,0.000%,.40372,0.29,0.12
Notify Me (if product is out of stock),123,348,354,417,442,498,189,507,0.000%,.40523,0.32,0.19
Add To Cart,123,3448,3516,4499,8799,9963,958,10121,0.000%,.39896,0.41,0.23
Buy Now ,120,3494,3427,4923,9256,9891,1029,11841,0.000%,.39667,0.41,0.23
Instabuy pop-up,118,1677,2082,2426,2459,2985,252,3159,0.000%,.39801,1.05,0.12
Exchange Pop-up,116,698,697,797,839,1053,405,1161,0.000%,.39845,1.44,0.10
Remove Exchange,116,451,448,553,567,782,234,818,0.000%,.39854,0.31,0.15
Deactivate Exchange,116,455,457,542,604,718,295,774,0.000%,.39858,0.32,0.15
Place Order,116,3169,2740,3911,12277,13216,822,13570,0.000%,.39244,0.41,0.15
TOTAL,2430,1219,761,2793,3611,8799,15,13570,0.000%,7.71656,28.07,3.03
