Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,93,66,59,96,130,154,41,162,0.000%,.30663,0.30,0.08
OpenLogin ,93,1560,1093,3000,4703,5814,833,5817,0.000%,.30251,0.53,0.16
TriggerOTP,92,932,793,1645,1836,2061,563,2064,0.000%,.30823,1.28,0.22
Product Listing Page (PLP),92,21,20,25,30,34,16,40,0.000%,.30896,8.02,0.16
Get Product List for Compare,92,193,187,226,268,312,144,335,0.000%,.30881,0.25,0.09
To Add Product To Compare,92,581,574,672,710,741,458,787,0.000%,.30833,0.25,0.12
Get Compare List after adding Product,92,540,524,650,679,717,413,793,0.000%,.30815,0.39,0.10
To Remove Product from Compare List ,92,571,563,656,669,724,462,782,0.000%,.30804,0.25,0.11
Get Compare List after removing Product,92,208,194,233,258,542,149,712,0.000%,.30844,0.25,0.10
Product Description Page (PDP),92,333,315,406,470,548,247,782,0.000%,.30837,5.21,0.09
Get Product details with seller,92,326,323,396,419,481,243,532,0.000%,.30840,1.66,0.09
Add Product to WishList,92,1245,1232,1500,1569,1769,742,1853,0.000%,.30737,0.22,0.09
Notify Me (if product is out of stock),92,178,171,218,225,265,138,392,0.000%,.30865,0.24,0.14
Add To Cart,92,2399,2300,3398,6369,7007,696,7441,0.000%,.30639,0.31,0.18
Buy Now ,90,2426,2407,3304,5951,7128,656,7464,0.000%,.30611,0.32,0.18
Instabuy pop-up,90,1059,1311,1490,1653,2005,152,2141,0.000%,.30744,0.82,0.10
Exchange Pop-up,90,331,323,395,425,480,243,520,0.000%,.30936,1.12,0.08
Remove Exchange,90,220,215,252,276,328,169,343,0.000%,.30949,0.24,0.11
Deactivate Exchange,89,228,218,287,318,324,169,357,0.000%,.30778,0.24,0.11
Place Order,89,2368,2049,3890,9099,9706,444,9940,0.000%,.30607,0.33,0.12
TOTAL,1828,787,405,2048,2547,6111,16,9940,0.000%,5.94216,21.51,2.33
