Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,83,132,128,158,171,183,97,209,0.000%,.27128,0.21,0.07
OpenLogin ,83,1885,985,5384,5493,5597,843,5781,0.000%,.27024,0.45,0.09
TriggerOTP ,83,473,440,612,653,754,344,971,0.000%,.27085,1.54,0.14
Product Listing Page (PLP),82,21,21,25,29,31,17,32,0.000%,.27029,7.80,0.15
Get Product List for Compare,81,127,122,153,167,187,101,245,0.000%,.26812,0.22,0.08
To Add Product To Compare,79,387,363,472,524,573,288,599,0.000%,.26293,0.22,0.10
Get Compare List after adding Product,78,410,371,539,667,976,268,984,0.000%,.26800,0.34,0.08
To Remove Product from Compare List ,78,395,371,507,606,698,286,722,0.000%,.26809,0.21,0.10
Product Description Page (PDP),78,631,594,777,841,1149,469,1209,0.000%,.26809,5.07,0.07
Get Product details with seller,78,608,583,746,782,875,458,972,0.000%,.26867,1.18,0.08
Add Product to WishList,78,722,703,839,953,1097,576,1122,0.000%,.26888,0.19,0.08
Notify Me (if product is out of stock),77,119,114,145,188,245,89,246,0.000%,.27392,0.21,0.12
Add To Cart,77,1431,151,6516,6799,7262,106,7305,0.000%,.27277,0.26,0.15
Buy Now ,77,1441,135,6753,6879,7055,105,7721,0.000%,.26731,0.26,0.15
Instabuy pop-up,76,666,132,2985,3097,3336,105,3546,0.000%,.27037,0.38,0.08
Exchange Pop-up,76,190,184,223,240,267,153,309,0.000%,.27033,0.97,0.07
Remove Exchange,74,142,134,174,190,245,112,248,0.000%,.26653,0.21,0.10
Deactivate Exchange,74,147,140,176,188,212,117,240,0.000%,.26650,0.21,0.10
Place Order,73,954,141,2318,7762,7979,101,8449,0.000%,.27032,2.83,0.10
TOTAL,1485,573,218,893,1413,6879,17,8449,0.000%,4.72692,21.24,1.76
