Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,625,4764,5196,6234,6437,7106,203,9747,0.000%,.68921,0.53,0.18
OpenLogin ,620,6575,6986,8148,8371,9029,1096,10324,0.000%,.68526,1.13,0.24
TriggerOTP ,615,12138,12864,15119,15482,16166,860,17188,0.000%,.68037,2.59,0.36
Product Listing Page (PLP),603,23,21,27,33,56,4,482,0.332%,.68413,19.70,0.37
Get Product List for Compare,603,4978,5343,6457,6836,7145,102,7512,0.000%,.67990,0.55,0.20
To Add Product To Compare,603,7114,7495,8516,8911,9829,586,11539,0.000%,.67448,0.57,0.25
Get Compare List after adding Product,600,6888,7296,8317,8546,9119,1039,13090,0.000%,.67666,0.88,0.21
To Remove Product from Compare List ,600,7342,7565,8581,8965,9438,2605,10079,0.000%,.67248,0.56,0.24
Product Description Page (PDP),596,9114,9346,10345,10768,11771,4072,13749,0.336%,.67151,12.52,0.18
Get Product details with seller,592,9087,9256,9983,10228,10664,4212,10990,0.338%,.67121,2.96,0.19
Add Product to WishList,582,10136,10181,11132,11389,11984,5089,13150,0.344%,.66422,0.47,0.19
Notify Me (if product is out of stock),566,5357,5463,6526,6810,7269,2948,9320,0.353%,.65242,0.50,0.29
Add To Cart,557,5654,5589,6824,9546,10554,2472,11421,0.359%,.64474,0.61,0.36
Buy Now ,555,5673,5607,7237,9407,10747,2824,11733,0.360%,.64886,0.62,0.36
Instabuy pop-up,552,5646,5740,7198,8035,8939,3205,9977,0.000%,.64791,0.42,0.19
Exchange Pop-up,544,5804,5932,6837,7064,7706,3702,8719,0.000%,.64629,2.32,0.16
Remove Exchange,538,5329,5445,6304,6608,7092,3160,8442,0.000%,.64326,0.50,0.23
Deactivate Exchange,535,5377,5558,6455,6692,7048,3184,7359,0.000%,.64952,0.51,0.24
Place Order,531,5887,5754,7669,8082,9451,2700,12627,0.000%,.64750,0.53,0.23
TOTAL,11017,6494,6182,9976,11041,14688,4,17188,0.127%,12.12967,46.99,4.49
