Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,42,123,112,175,182,229,99,229,0.000%,.13797,0.11,0.04
OpenLogin ,41,1776,944,5244,5330,5426,842,5426,0.000%,.13562,0.23,0.05
TriggerOTP ,40,444,414,537,589,665,346,665,0.000%,.13351,0.75,0.07
Product Listing Page (PLP),40,31,22,28,30,389,18,389,0.000%,.13370,3.86,0.07
Get Product List for Compare,39,113,111,127,132,146,98,146,0.000%,.14193,0.11,0.04
To Add Product To Compare,39,323,311,363,374,457,291,457,0.000%,.14183,0.12,0.05
Get Compare List after adding Product,39,302,295,343,352,424,267,424,0.000%,.14185,0.17,0.04
To Remove Product from Compare List ,39,317,310,348,372,452,283,452,0.000%,.14188,0.11,0.05
Product Description Page (PDP),39,551,538,624,652,697,474,697,0.000%,.14172,2.68,0.04
Get Product details with seller,39,538,528,590,616,685,483,685,0.000%,.14172,0.62,0.04
Add Product to WishList,39,727,719,868,919,949,581,949,0.000%,.14167,0.10,0.04
Notify Me (if product is out of stock),39,104,100,115,124,135,93,135,0.000%,.14205,0.11,0.06
Add To Cart,39,1360,123,6283,6601,6758,102,6758,0.000%,.14149,0.14,0.08
Buy Now ,39,1421,124,6405,6560,8667,104,8667,0.000%,.14095,0.14,0.08
Instabuy pop-up,39,703,122,3019,3054,3273,100,3273,0.000%,.14047,0.21,0.04
Exchange Pop-up,39,166,165,178,183,211,151,211,0.000%,.14045,0.50,0.03
Remove Exchange,37,128,126,138,148,169,113,169,0.000%,.13687,0.11,0.05
Deactivate Exchange,37,135,131,157,157,188,116,188,0.000%,.13685,0.11,0.05
Place Order,37,1391,125,7398,7488,8081,105,8081,0.000%,.13686,0.12,0.05
TOTAL,742,561,182,884,1530,6861,18,8667,0.000%,2.43051,9.67,0.90
