Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,328,358,363,504,550,608,105,662,0.000%,.53797,0.42,0.14
OpenLogin ,327,3038,1675,9203,10132,11100,1001,11818,0.000%,.53479,0.89,0.19
TriggerOTP ,319,1804,1679,2922,3107,3534,442,3818,0.000%,.52678,2.99,0.28
Product Listing Page (PLP),318,23,21,27,30,50,18,108,0.000%,.52668,15.20,0.28
Get Product List for Compare,316,506,522,692,729,846,105,956,0.000%,.52528,0.42,0.16
To Add Product To Compare,315,1680,1753,2158,2265,2451,454,2540,0.000%,.52680,0.44,0.20
Get Compare List after adding Product,315,1687,1732,2346,2507,2861,446,2995,0.000%,.52699,0.70,0.16
To Remove Product from Compare List ,312,1728,1804,2219,2310,2564,435,2680,0.000%,.52544,0.42,0.19
Product Description Page (PDP),311,2597,2700,3226,3389,3584,707,3765,0.000%,.52798,9.88,0.14
Get Product details with seller,311,2567,2639,3265,3374,3788,1012,3917,0.000%,.52961,2.32,0.15
Add Product to WishList,309,2967,3060,3832,3998,4370,827,4827,0.000%,.52935,0.37,0.15
Notify Me (if product is out of stock),308,421,426,601,647,731,105,794,0.000%,.53858,0.42,0.24
Add To Cart,308,2708,590,11342,12814,14321,122,14865,0.000%,.53121,0.51,0.30
Buy Now ,306,2978,551,13331,14900,15589,143,16162,0.000%,.52775,0.51,0.30
Instabuy pop-up,304,1293,521,4814,5227,6232,108,7714,1.316%,.53246,0.70,0.16
Exchange Pop-up,303,714,715,1054,1108,1230,178,1305,0.000%,.53409,1.91,0.13
Remove Exchange,303,492,497,709,775,856,130,942,0.000%,.53397,0.42,0.20
Deactivate Exchange,300,493,484,734,773,843,146,949,0.000%,.53243,0.42,0.19
Place Order,300,2042,537,6154,14956,16329,135,16849,0.000%,.53235,7.94,0.19
TOTAL,5913,1585,791,3039,3739,13561,18,16849,0.068%,9.59006,44.81,3.57
