Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,154,154,154,154,154,154,154,0.000%,6.49351,5.05,1.67
OpenLogin ,1,5134,5134,5134,5134,5134,5134,5134,0.000%,.19478,0.34,0.07
TriggerOTP ,1,429,429,429,429,429,429,429,0.000%,2.33100,33.17,1.24
Product Listing Page (PLP),1,28,28,28,28,28,28,28,0.000%,35.71429,1026.33,19.71
Get Product List for Compare,1,110,110,110,110,110,110,110,0.000%,9.09091,7.29,2.72
To Add Product To Compare ,1,297,297,297,297,297,297,297,0.000%,3.36700,2.66,1.25
Get Compare List after adding Product,1,277,277,277,277,277,277,277,0.000%,3.61011,3.92,1.11
To Remove Product from Compare List,1,295,295,295,295,295,295,295,0.000%,3.38983,2.68,1.20
Product Description Page (PDP),1,506,506,506,506,506,506,506,0.000%,1.97628,38.70,0.53
Get Product details with seller,1,479,479,479,479,479,479,479,0.000%,2.08768,9.62,0.59
Add Product to WishList,1,571,571,571,571,571,571,571,0.000%,1.75131,1.23,0.50
Add To Cart,1,6369,6369,6369,6369,6369,6369,6369,0.000%,.15701,0.17,0.12
Buy Now ,1,6335,6335,6335,6335,6335,6335,6335,0.000%,.15785,0.17,0.13
Instabuy pop-up,1,2879,2879,2879,2879,2879,2879,2879,0.000%,.34734,1.94,0.11
Exchange Pop-up,1,160,160,160,160,160,160,160,0.000%,6.25000,22.37,1.54
Remove Exchange,1,126,126,126,126,126,126,126,0.000%,7.93651,6.17,2.90
Deactivate Exchange,1,132,132,132,132,132,132,132,0.000%,7.57576,5.92,2.77
Notify Me (if product is out of stock),1,100,100,100,100,100,100,100,0.000%,10.00000,7.71,4.57
Place Order,1,7240,7240,7240,7240,7240,7240,7240,0.000%,.13812,0.16,0.05
TOTAL,19,1664,297,6335,6369,7240,28,7240,0.000%,.58406,2.72,0.23
