Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,675,1420,1427,2007,2204,2460,173,3596,0.000%,.52467,0.41,0.13
OpenLogin ,675,5591,3488,16151,16645,17174,1073,18053,0.148%,.52193,0.91,0.18
TriggerOTP ,671,5297,5283,7111,7454,8049,433,9198,0.149%,.52138,2.98,0.28
Product Listing Page (PLP),670,23,21,28,33,61,17,168,0.000%,.52234,15.08,0.28
Get Product List for Compare,669,1586,1587,2192,2410,2697,104,4693,0.000%,.52171,0.42,0.16
To Add Product To Compare,668,3644,3766,4348,4505,4941,298,6174,0.000%,.52046,0.43,0.20
Get Compare List after adding Product,663,3546,3683,4391,4574,5109,324,5551,0.000%,.51739,0.66,0.16
To Remove Product from Compare List ,660,3634,3718,4288,4499,4794,290,6882,0.000%,.51565,0.42,0.18
Product Description Page (PDP),657,5212,5328,5883,6107,6776,503,9085,0.000%,.51389,9.61,0.14
Get Product details with seller,652,5207,5315,5866,6100,6533,597,8063,0.000%,.51105,2.23,0.15
Add Product to WishList,649,6305,6378,7077,7343,7916,806,8823,0.000%,.50940,0.36,0.15
Notify Me (if product is out of stock),642,1522,1522,2053,2189,2564,99,3838,0.000%,.50740,0.39,0.23
Add To Cart,642,5774,1816,22658,24808,26097,109,27928,0.156%,.50366,0.48,0.28
Buy Now ,639,5827,1887,23583,24690,25607,115,28595,0.156%,.50182,0.49,0.28
Instabuy pop-up,635,2923,1863,7562,8293,9288,106,13728,1.575%,.50057,0.67,0.15
Exchange Pop-up,634,2186,2186,2755,2897,3279,197,3416,0.000%,.50213,1.80,0.12
Remove Exchange,632,1752,1743,2286,2447,2717,154,3734,0.000%,.50148,0.39,0.18
Deactivate Exchange,628,1774,1761,2332,2485,2768,152,4577,0.000%,.49981,0.39,0.18
Place Order,627,4467,1896,11052,23321,28341,140,30601,0.000%,.49759,19.41,0.18
TOTAL,12388,3562,2395,6152,7165,23985,17,30601,0.113%,9.53231,56.36,3.54
