Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,172,1026,915,1819,2066,2861,234,3114,0.000%,.28267,0.22,0.07
TriggerOTP,172,1546,1469,2275,2458,3013,555,3185,0.000%,.28207,0.21,0.09
OpenLogin ,171,9296,8583,15330,16618,17910,1286,18882,0.585%,.27929,29.71,0.13
Product Listing Page (PLP),167,13,12,15,17,21,9,237,0.000%,.27719,8.09,0.15
Get Product List for Compare,167,1337,1180,1942,2418,2550,608,2760,0.000%,.27632,0.22,0.08
To Add Product To Compare,165,4397,4329,5066,5521,5717,2717,5767,0.000%,.27317,0.22,0.10
Get Compare List after adding Product,164,4358,4313,5034,5254,5737,1140,6121,0.000%,.27358,0.35,0.08
To Remove Product from Compare List ,161,4388,4344,4980,5304,5818,3374,6078,0.000%,.27011,0.22,0.10
Product Description Page (PDP),159,6717,6643,7487,7684,8154,5402,9791,0.000%,.27031,6.55,0.07
Get Product details with seller,158,6849,6710,7698,8103,9409,5431,9700,0.000%,.27076,1.45,0.08
Add Product to WishList,155,8258,8235,9382,9846,10893,1074,11004,0.645%,.27209,0.19,0.09
Add To Cart,155,14813,14649,22028,23078,24105,606,24826,3.226%,.27245,0.28,0.23
Buy Now ,152,13973,14052,20539,21145,22295,1249,23043,0.658%,.27320,0.28,0.16
Instabuy pop-up,146,6339,7012,9456,10089,11496,500,12173,5.479%,.27349,0.95,0.08
Exchange Pop-up,146,2211,2040,2995,3300,3754,1292,3838,0.000%,.27575,0.99,0.07
Remove Exchange,146,1510,1353,2079,2365,2955,899,2970,0.000%,.27682,0.21,0.10
Deactivate Exchange,146,1501,1345,2182,2475,3007,797,3345,0.000%,.27698,0.22,0.10
Notify Me (if product is out of stock),144,1238,1049,1864,2326,2798,676,2849,0.000%,.27752,0.21,0.13
Place Order,144,8305,4726,21274,21736,22747,665,22763,0.694%,.27626,38.27,0.10
TOTAL,2990,5123,4068,12092,16241,21837,9,24826,0.569%,4.83626,81.48,1.85
