Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,250,11792,10239,18411,23990,65580,332,86439,0.000%,.25679,0.20,0.07
TriggerOTP,242,11562,11430,18152,23514,38476,421,87187,0.000%,.24863,0.18,0.08
OpenLogin ,238,39770,32215,91936,99054,114974,2344,120004,0.420%,.24320,22.01,0.11
Product Listing Page (PLP),215,21,15,33,38,64,9,195,0.000%,.24632,7.19,0.14
Get Product List for Compare,215,16940,13357,19571,64542,66134,561,66395,0.000%,.23671,0.19,0.07
To Add Product To Compare,214,17234,16080,21810,22591,64988,1945,86690,0.000%,.22226,0.19,0.08
Get Compare List after adding Product,210,18492,16101,22142,63890,66109,2337,67103,0.000%,.23194,0.25,0.07
To Remove Product from Compare List ,208,18331,17913,22293,23284,66547,3759,88945,0.000%,.21714,0.18,0.08
Product Description Page (PDP),205,20934,21470,24469,25740,61599,8571,68664,0.000%,.22867,5.53,0.06
Get Product details with seller,203,23655,21225,26002,66521,69320,9809,86840,0.000%,.21617,1.16,0.06
Add Product to WishList,202,23137,22998,28120,32495,35636,9404,36989,0.000%,.23180,0.16,0.07
Add To Cart,201,49938,46835,91756,96913,100576,16354,101709,1.493%,.21942,0.22,0.18
Buy Now ,200,50779,46123,94886,97227,120017,17752,120022,2.000%,.22335,0.23,0.13
Instabuy pop-up,192,25443,22718,33865,51112,67939,9463,70322,1.562%,.25078,0.82,0.08
Exchange Pop-up,184,19335,18110,24925,33710,65880,8702,66438,0.000%,.25715,0.92,0.06
Remove Exchange,184,18275,14615,23732,57202,65573,8228,86523,0.000%,.23473,0.18,0.08
Deactivate Exchange,182,17536,14327,25144,33342,65826,8128,86257,0.000%,.23808,0.19,0.09
Notify Me (if product is out of stock),175,18754,13501,32175,65072,86343,8044,87002,0.000%,.23402,0.18,0.11
Place Order,166,38558,24828,68655,109513,113547,8135,116115,0.000%,.22489,63.47,0.07
TOTAL,3886,22872,18242,49129,65769,98649,9,120022,0.283%,3.94505,85.35,1.51
