Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,355,4394,4681,6089,6516,7231,372,7968,0.000%,.27590,0.21,0.07
TriggerOTP,355,4787,4995,6646,7063,7838,662,8229,0.282%,.27470,0.20,0.09
OpenLogin ,353,16499,16094,23121,24485,26577,1573,29141,0.567%,.27206,29.35,0.12
Product Listing Page (PLP),346,12,12,15,17,29,9,78,0.000%,.27002,7.88,0.15
Get Product List for Compare,346,4724,4858,6390,6837,7858,143,8310,0.000%,.26879,0.21,0.08
To Add Product To Compare,343,7680,8058,9432,9817,10357,532,10814,0.000%,.26792,0.22,0.10
Get Compare List after adding Product,343,7230,7596,9147,9484,10646,450,10780,0.000%,.26670,0.32,0.08
To Remove Product from Compare List ,342,7922,8096,9553,10174,10736,718,10968,0.000%,.26527,0.22,0.09
Product Description Page (PDP),338,10038,10292,11555,12152,12693,1651,12827,0.000%,.26289,6.35,0.07
Get Product details with seller,331,10147,10282,11722,12263,13045,2072,13509,0.000%,.25794,1.38,0.07
Add Product to WishList,330,11658,11964,13368,13826,14391,2742,15092,0.606%,.25735,0.18,0.08
Add To Cart,326,21027,22754,29468,30721,32390,3589,33467,0.613%,.25479,0.26,0.21
Buy Now ,320,20406,21548,28718,29612,30652,3990,32722,0.625%,.25128,0.26,0.14
Instabuy pop-up,314,10207,11152,14429,15034,16553,509,18060,4.140%,.24776,0.81,0.08
Exchange Pop-up,310,6041,6112,7335,7720,8532,1702,8937,0.000%,.24868,0.89,0.06
Remove Exchange,310,5389,5416,6672,7175,7782,1372,8369,0.000%,.24782,0.19,0.09
Deactivate Exchange,309,5315,5388,6719,6967,8059,1287,8583,0.000%,.24685,0.19,0.09
Notify Me (if product is out of stock),307,5104,4972,6636,6849,7544,1542,8184,0.000%,.24530,0.19,0.11
Place Order,306,13890,8482,32074,33816,35746,3331,37852,0.654%,.24426,39.77,0.08
TOTAL,6284,9029,7302,18946,24110,31067,9,37852,0.382%,4.82067,87.05,1.85
