Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,42,186,176,274,275,305,128,305,0.000%,.13774,0.11,0.04
TriggerOTP,41,476,470,525,550,577,419,577,0.000%,.13867,0.10,0.05
OpenLogin ,41,2368,1686,4466,4767,5153,1344,5153,0.000%,.13816,15.18,0.06
Product Listing Page (PLP),41,13,13,17,20,33,9,33,0.000%,.13898,4.06,0.08
Get Product List for Compare,41,176,157,226,303,382,136,382,0.000%,.13891,0.11,0.04
To Add Product To Compare,41,596,562,721,756,1036,474,1036,0.000%,.13850,0.11,0.05
Get Compare List after adding Product,41,578,563,753,828,1120,431,1120,0.000%,.13849,0.16,0.04
To Remove Product from Compare List ,40,571,555,671,683,886,459,886,0.000%,.13607,0.11,0.05
Product Description Page (PDP),39,919,920,1040,1122,1524,726,1524,0.000%,.13638,3.34,0.04
Get Product details with seller,39,928,911,1019,1235,1572,751,1572,0.000%,.13635,0.73,0.04
Add Product to WishList,39,1180,1165,1455,1655,1673,888,1673,0.000%,.13601,0.09,0.04
Add To Cart,39,3432,3251,5757,5855,6114,1462,6114,0.000%,.13512,0.14,0.11
Buy Now ,38,3551,3280,5836,5878,6586,1496,6586,0.000%,.13429,0.14,0.08
Instabuy pop-up,37,1680,1617,3328,3415,3550,148,3550,0.000%,.13863,0.46,0.04
Exchange Pop-up,37,285,272,326,352,531,228,531,0.000%,.13856,0.50,0.03
Remove Exchange,37,211,202,276,316,359,159,359,0.000%,.13862,0.11,0.05
Deactivate Exchange,37,214,206,258,279,448,165,448,0.000%,.13864,0.11,0.05
Notify Me (if product is out of stock),37,170,158,214,261,322,126,322,0.000%,.13865,0.11,0.06
Place Order,37,2740,2228,5899,6136,6478,505,6478,0.000%,.13544,0.15,0.05
TOTAL,744,1057,545,3114,4136,5903,9,6586,0.000%,2.42240,24.62,0.93
