Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,71,236,214,373,398,424,125,441,0.000%,.22889,0.18,0.06
TriggerOTP,70,543,529,693,713,739,419,763,0.000%,.23495,0.17,0.08
OpenLogin ,70,2944,2273,5579,5785,5979,1486,6321,0.000%,.23330,25.12,0.11
Product Listing Page (PLP),70,12,12,15,16,17,9,22,0.000%,.23447,6.84,0.13
Get Product List for Compare,70,252,220,397,455,524,135,533,0.000%,.23434,0.19,0.07
To Add Product To Compare,70,983,830,1359,2116,2470,490,2475,0.000%,.23364,0.19,0.09
Get Compare List after adding Product,70,1040,876,1770,2010,2514,458,2553,0.000%,.23285,0.29,0.07
To Remove Product from Compare List ,70,1094,891,1784,1952,2038,479,2333,0.000%,.23257,0.18,0.08
Product Description Page (PDP),68,1564,1375,2154,2842,3575,790,3724,0.000%,.22659,5.51,0.06
Get Product details with seller,67,1604,1427,2724,2905,3266,819,3345,0.000%,.22499,1.20,0.06
Add Product to WishList,66,1952,1783,2896,3373,4571,968,4582,0.000%,.23210,0.16,0.07
Add To Cart,66,4881,4358,7307,8484,10374,1744,10504,0.000%,.23125,0.24,0.19
Buy Now ,66,4768,4316,7366,9504,10111,1759,10184,0.000%,.23029,0.24,0.13
Instabuy pop-up,64,2114,2095,3678,3798,4093,172,4649,0.000%,.23038,0.81,0.07
Exchange Pop-up,63,468,438,774,832,919,226,1014,0.000%,.23316,0.83,0.06
Remove Exchange,63,303,293,437,530,635,162,711,0.000%,.23337,0.18,0.08
Deactivate Exchange,63,315,287,483,620,691,163,760,0.000%,.23311,0.18,0.08
Notify Me (if product is out of stock),63,257,231,384,439,526,124,563,0.000%,.23309,0.18,0.11
Place Order,62,1912,852,4195,7209,7896,151,9452,0.000%,.22916,5.46,0.08
TOTAL,1272,1427,733,3670,5078,7516,9,10504,0.000%,4.03605,45.08,1.55
