Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,138,138,138,138,138,138,138,0.000%,7.24638,5.60,1.86
TriggerOTP ,1,424,424,424,424,424,424,424,0.000%,2.35849,1.75,0.79
OpenLogin 8767215945,1,1424,1424,1424,1424,1424,1424,1424,0.000%,.70225,123.94,0.32
Product Listing Page (PLP),1,19,19,19,19,19,19,19,0.000%,52.63158,1536.39,29.04
Get Product List for Compare,1,169,169,169,169,169,169,169,0.000%,5.91716,4.73,1.77
To Add Product To Compare,1,527,527,527,527,527,527,527,0.000%,1.89753,1.49,0.72
Get Compare List after adding Product,1,431,431,431,431,431,431,431,0.000%,2.32019,2.54,0.72
To Remove Product from Compare List ,1,464,464,464,464,464,464,464,0.000%,2.15517,1.70,0.78
Product Description Page (PDP),1,842,842,842,842,842,842,842,0.000%,1.18765,40.99,0.33
Get Product details with seller,1,744,744,744,744,744,744,744,0.000%,1.34409,5.99,0.39
Add Product to WishList,1,976,976,976,976,976,976,976,0.000%,1.02459,0.72,0.32
Add To Cart,1,1513,1513,1513,1513,1513,1513,1513,0.000%,.66094,0.63,0.55
Buy Now ,1,1567,1567,1567,1567,1567,1567,1567,0.000%,.63816,0.61,0.37
Instabuy pop-up,1,1420,1420,1420,1420,1420,1420,1420,0.000%,.70423,2.92,0.21
Exchange Pop-up,1,292,292,292,292,292,292,292,0.000%,3.42466,12.25,0.85
Remove Exchange,1,175,175,175,175,175,175,175,0.000%,5.71429,4.43,2.05
Deactivate Exchange,1,167,167,167,167,167,167,167,0.000%,5.98802,4.66,2.15
Notify Me (if product is out of stock),1,146,146,146,146,146,146,146,0.000%,6.84932,5.26,3.19
Place Order,1,2431,2431,2431,2431,2431,2431,2431,0.000%,.41135,0.49,0.15
TOTAL,19,729,464,1513,1567,2431,19,2431,0.000%,1.36622,18.94,0.53
