Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,81,546,555,633,653,720,223,761,0.000%,.26158,0.20,0.07
OpenLogin ,81,2115,2074,2386,2746,2984,1265,4042,0.000%,.26033,0.45,0.09
TriggerOTP ,80,2301,2056,3335,3511,3806,1038,4404,0.000%,.26167,0.94,0.14
Product Listing Page (PLP),80,25,18,24,32,94,15,364,0.000%,.26254,8.61,0.15
Get Product List for Compare,80,672,677,800,855,954,258,1134,0.000%,.26198,0.21,0.08
To Add Product To Compare,80,2301,2269,2563,2797,3486,883,3675,0.000%,.26033,0.21,0.10
Get Compare List after adding Product,79,2263,2190,2815,2847,2995,1572,3041,0.000%,.25899,0.31,0.08
To Remove Product from Compare List ,79,2259,2246,2542,2656,2708,1795,2774,0.000%,.25887,0.20,0.09
Get Compare List after removing Product,78,726,699,796,815,2024,449,2261,0.000%,.26537,0.21,0.08
Product Description Page (PDP),78,1001,982,1148,1211,1375,688,1394,0.000%,.26567,2.87,0.07
Get Product details with seller,78,986,986,1131,1191,1290,653,1361,0.000%,.26565,1.05,0.07
Add Product to WishList,78,3598,3571,4017,4159,4491,2678,5092,0.000%,.26330,0.18,0.08
Notify Me (if product is out of stock),78,624,623,702,784,821,437,1107,0.000%,.26629,0.20,0.12
Add To Cart,78,5400,5816,7526,8201,8447,624,8855,0.000%,.26308,0.27,0.15
Buy Now ,77,5345,6021,7405,7608,7675,558,8309,0.000%,.26452,0.27,0.15
Instabuy pop-up,73,3238,3462,4118,4438,4992,678,5872,0.000%,.25893,0.59,0.08
Exchange Pop-up,72,1118,1111,1235,1308,1645,748,1923,0.000%,.26310,0.94,0.07
Remove Exchange,72,788,789,899,941,1122,470,1346,0.000%,.26308,0.20,0.10
Deactivate Exchange,72,755,750,863,881,967,522,1141,0.000%,.26295,0.20,0.10
Place Order,72,2817,2324,4792,5002,5838,679,6085,0.000%,.25987,0.23,0.10
TOTAL,1546,1941,1253,4086,5908,7473,15,8855,0.000%,4.92834,17.48,1.83
