Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,75,259,263,325,354,395,112,422,0.000%,.24705,0.19,0.06
OpenLogin ,75,1383,1302,1635,1848,2044,938,3127,0.000%,.24625,0.42,0.09
TriggerOTP ,75,1109,993,1586,1853,2148,484,3004,0.000%,.24652,0.88,0.13
Product Listing Page (PLP),74,19,18,25,27,33,16,40,0.000%,.24646,8.08,0.14
Get Product List for Compare,74,305,308,411,432,511,112,632,0.000%,.24620,0.20,0.07
To Add Product To Compare,74,926,916,1243,1373,1408,428,1666,0.000%,.24591,0.20,0.09
Get Compare List after adding Product,74,980,960,1436,1591,1714,473,1721,0.000%,.24639,0.30,0.08
To Remove Product from Compare List ,74,924,913,1243,1298,1412,423,1728,0.000%,.24681,0.20,0.09
Get Compare List after removing Product,73,366,323,421,970,1155,110,1567,0.000%,.25063,0.21,0.08
Product Description Page (PDP),73,506,492,644,769,830,271,895,0.000%,.25055,2.70,0.07
Get Product details with seller,73,502,484,630,656,853,283,1285,0.000%,.25069,0.99,0.07
Add Product to WishList,73,1544,1528,1952,2116,2288,814,3132,0.000%,.24999,0.17,0.07
Notify Me (if product is out of stock),73,270,270,372,402,430,95,447,0.000%,.25145,0.19,0.11
Add To Cart,73,3257,3454,4659,5280,5488,825,5600,0.000%,.24875,0.26,0.14
Buy Now ,73,3309,3608,4746,4915,5181,689,5859,0.000%,.25067,0.26,0.14
Instabuy pop-up,71,1583,1787,2217,2328,2422,233,2553,0.000%,.24991,0.58,0.08
Exchange Pop-up,71,460,462,579,629,652,185,923,0.000%,.25129,0.90,0.06
Remove Exchange,71,317,307,410,422,538,164,654,0.000%,.25144,0.19,0.09
Deactivate Exchange,70,327,324,432,442,640,177,675,0.000%,.25174,0.20,0.09
Place Order,70,1619,1173,2499,3090,6029,457,6207,0.000%,.25046,7.57,0.09
TOTAL,1459,998,608,2217,3568,4828,16,6207,0.000%,4.74657,23.37,1.76
