Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,353,5603,5926,6927,7074,7636,1158,8266,0.000%,.27237,0.21,0.07
OpenLogin ,352,8996,9300,10446,10856,12318,3444,13879,0.000%,.27257,0.47,0.10
TriggerOTP ,351,15508,15533,19785,20667,21808,2595,22627,0.000%,.27133,0.97,0.14
Product Listing Page (PLP),344,18,17,21,24,55,14,98,0.000%,.26940,8.83,0.15
Get Product List for Compare,344,5971,6291,7234,7445,7845,690,8075,0.000%,.26806,0.21,0.08
To Add Product To Compare,343,10624,11090,12155,12450,13390,2480,14124,0.000%,.26636,0.21,0.10
Get Compare List after adding Product,338,10280,10807,11809,12168,12776,2787,13072,0.000%,.26520,0.32,0.08
To Remove Product from Compare List ,338,10709,11040,11927,12226,12703,3958,12934,0.000%,.26361,0.21,0.09
Get Compare List after removing Product,336,6349,6518,7543,7789,8217,1258,8522,0.000%,.26347,0.21,0.08
Product Description Page (PDP),332,6885,7179,8020,8267,8700,1877,8787,0.000%,.26053,2.82,0.07
Get Product details with seller,330,6943,7059,8132,8425,9066,1862,9701,0.000%,.25935,1.03,0.07
Add Product to WishList,328,14543,14794,15933,16262,17306,7529,17678,0.000%,.25743,0.18,0.07
Notify Me (if product is out of stock),322,6033,6132,7056,7219,7814,1291,8172,0.000%,.25675,0.20,0.12
Add To Cart,322,18497,21126,24727,25525,26887,5446,28418,0.000%,.25423,0.25,0.15
Buy Now ,319,19312,22743,25568,26289,27475,4110,28438,0.000%,.25365,0.26,0.14
Instabuy pop-up,311,11901,12510,15391,15723,16736,5081,19151,1.608%,.24950,0.45,0.08
Exchange Pop-up,310,7714,7741,8595,8850,9327,5776,9941,0.000%,.24992,0.89,0.06
Remove Exchange,306,6692,6698,7544,7811,8247,5042,8886,0.000%,.24803,0.19,0.09
Deactivate Exchange,305,6733,6746,7641,7830,8397,4543,8850,0.000%,.24908,0.19,0.09
Place Order,304,11659,11188,14693,16760,18420,5201,58358,0.000%,.24830,1.33,0.09
TOTAL,6588,9512,7946,15962,21766,25200,14,58358,0.076%,5.06101,18.96,1.88
