Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,274,12974,13933,18322,19706,61988,506,65366,0.000%,.29921,0.23,0.08
OpenLogin ,272,15426,16919,19890,20759,22337,3212,68095,0.000%,.29766,0.51,0.10
TriggerOTP ,261,30933,33262,37936,39224,85384,3597,89135,0.000%,.28511,1.02,0.15
Product Listing Page (PLP),247,32,33,43,51,137,15,164,0.000%,.27735,9.09,0.15
Get Product List for Compare,247,13741,15070,17312,17720,18818,1359,19917,0.000%,.27230,0.22,0.08
To Add Product To Compare,236,17801,19371,21177,21851,22599,6479,22673,0.000%,.25989,0.21,0.10
Get Compare List after adding Product,229,17493,18024,21615,22632,23370,7162,23694,0.000%,.25457,0.29,0.08
To Remove Product from Compare List ,226,18638,19154,21658,22146,23042,11095,24311,0.000%,.25348,0.21,0.09
Get Compare List after removing Product,214,15704,16235,17585,18035,18872,6615,19295,0.000%,.24467,0.20,0.08
Product Description Page (PDP),213,16539,16544,19457,19831,20361,10101,20717,0.000%,.24605,2.66,0.07
Get Product details with seller,211,16777,16817,18727,19013,21516,13456,22004,0.000%,.24532,0.97,0.07
Add Product to WishList,205,23070,23145,25636,26598,27247,17246,27922,0.000%,.24231,0.17,0.07
Notify Me (if product is out of stock),202,16889,16619,19731,20852,21282,13732,21371,0.000%,.25277,0.19,0.12
Add To Cart,202,41055,40826,83313,85531,90502,16269,95537,0.000%,.24867,0.24,0.14
Buy Now ,200,39628,41976,63651,82294,82997,16366,89408,0.000%,.25788,0.26,0.15
Instabuy pop-up,199,22461,21252,24830,26770,66482,33,67213,4.020%,.25956,0.45,0.08
Exchange Pop-up,198,20498,17813,20860,64475,66972,13,67284,0.505%,.26211,0.94,0.06
Remove Exchange,194,17245,16797,20187,20521,21576,12278,64385,0.000%,.26405,0.20,0.10
Deactivate Exchange,191,18219,16214,19461,20631,66263,11442,66663,0.000%,.26901,0.21,0.10
Place Order,189,35173,20381,93482,97225,152271,15086,153893,0.000%,.26684,33.07,0.09
TOTAL,4410,20052,17557,34519,42915,85900,13,153893,0.204%,4.78970,42.69,1.77
