Login Ui Page,38,248,209,387,436,502,132,502,0.000%,.12577,0.10,0.03
Send OTP ,38,1087,529,825,6801,7996,452,7996,0.000%,.12563,0.09,0.04
OpenLogin ,38,2359,1797,5160,5301,7482,1008,7482,0.000%,.12517,12.00,0.06
Product Listing Page (PLP),36,71,16,315,339,416,10,416,0.000%,.12023,4.11,0.07
Get Product List for Compare,35,223,206,293,307,403,141,403,0.000%,.12186,0.10,0.04
To Add Product To Compare,35,697,654,866,1001,1228,472,1228,0.000%,.12163,0.10,0.05
Get Compare List after adding Product,35,695,646,956,1010,1296,463,1296,0.000%,.12136,0.14,0.04
To Remove Product from Compare List ,35,730,688,978,987,1090,511,1090,0.000%,.12117,0.10,0.04
Product Description Page (PDP),35,1227,1164,1606,1842,2048,805,2048,0.000%,.12095,11.91,0.03
Get Product details with seller,35,1277,1212,1924,1985,2354,757,2354,0.000%,.12088,2.40,0.03
Add Product to WishList,34,1572,1529,1982,2100,2431,1030,2431,0.000%,.11961,0.08,0.04
Add To Cart,34,4528,3803,7457,7912,13099,2698,13099,0.000%,.11909,0.13,0.10
Buy Now ,33,4286,3914,6485,6662,7023,2910,7023,0.000%,.12473,0.13,0.07
Instabuy pop-up,33,1630,1558,1944,1969,2894,1185,2894,0.000%,.12536,0.61,0.04
Exchange Pop-up,33,329,308,449,458,491,242,491,0.000%,.12600,0.45,0.03
Remove Exchange,33,251,226,373,388,443,179,443,0.000%,.12611,0.10,0.05
Deactivate Exchange,33,280,249,414,427,498,181,498,0.000%,.12597,0.10,0.05
Notify Me (if product is out of stock),33,229,203,364,369,459,131,459,0.000%,.12588,0.10,0.06
Place Order,33,3607,2775,8794,8866,10053,1568,10053,0.000%,.12500,0.15,0.05
TOTAL,659,1320,669,3460,4382,7912,10,13099,0.000%,2.15153,31.62,0.83
