Login Ui Page,347,1624,1717,1913,2020,2635,390,2662,0.000%,.38561,0.30,0.10
Send OTP ,346,2372,2537,2808,2942,3601,906,6221,0.000%,.38436,0.28,0.13
OpenLogin ,345,14838,9816,40491,41657,43651,1984,46408,0.000%,.37268,9.41,0.17
Product Listing Page (PLP),340,14,13,18,21,77,10,106,0.000%,.38434,13.13,0.21
Get Product List for Compare,340,2042,2223,2458,2541,3241,170,6100,0.000%,.38327,0.31,0.11
To Add Product To Compare,340,20340,8493,53406,54238,56116,622,58256,0.000%,.36749,0.31,0.14
Get Compare List after adding Product,331,11898,8415,10133,52433,54885,600,57076,0.000%,.36284,0.52,0.11
To Remove Product from Compare List ,327,10932,8300,9387,52144,54301,610,56505,0.000%,.35956,0.29,0.13
Product Description Page (PDP),326,17413,13197,54106,56677,59119,3224,61029,0.000%,.35967,32.86,0.10
Get Product details with seller,321,20057,13126,56183,57776,61355,4125,63236,0.000%,.35484,5.20,0.10
Add Product to WishList,320,23959,16682,59806,62120,64994,7706,67897,0.000%,.35267,0.25,0.11
Add To Cart,310,43450,29996,77009,97109,107522,10303,111006,0.968%,.34318,0.36,0.28
Buy Now ,288,44113,27196,78981,98086,101846,14524,103310,0.000%,.32333,0.35,0.19
Instabuy pop-up,277,25619,17098,57728,60977,66016,1986,69759,2.527%,.31911,1.35,0.10
Exchange Pop-up,265,3984,3887,4327,4763,5353,3476,8006,0.000%,.32912,1.18,0.08
Remove Exchange,265,2643,2599,2840,2940,3553,2329,4511,0.000%,.32951,0.25,0.12
Deactivate Exchange,265,2695,2616,2858,3101,4358,2223,6679,0.000%,.32940,0.26,0.12
Notify Me (if product is out of stock),265,2075,2009,2224,2309,3427,1702,6217,0.000%,.32966,0.25,0.15
Place Order,265,25802,15435,69055,71227,74773,2042,108061,0.000%,.31453,90.58,0.10
TOTAL,5883,14370,8013,52398,60675,78943,10,111006,0.170%,6.26596,145.43,2.39
