Login Ui Page,235,463,474,604,635,721,170,780,0.000%,.38818,0.30,0.10
Send OTP ,235,865,882,1042,1103,1231,477,1734,0.000%,.38761,0.29,0.13
OpenLogin ,235,4255,2790,10399,11551,14371,1160,15225,0.000%,.38433,9.61,0.17
Product Listing Page (PLP),233,13,13,16,19,41,10,42,0.000%,.38770,13.25,0.21
Get Product List for Compare,233,581,578,768,807,927,196,1033,0.000%,.38725,0.31,0.12
To Add Product To Compare,233,4367,2032,14976,16812,18633,913,19912,0.000%,.38612,0.32,0.15
Get Compare List after adding Product,232,2692,2072,2725,3017,17981,924,20780,0.000%,.38545,0.53,0.12
To Remove Product from Compare List ,231,2184,2002,2455,2632,14304,892,18435,0.000%,.38536,0.31,0.14
Product Description Page (PDP),228,3685,3168,3972,4501,17551,2064,19569,0.000%,.38189,34.81,0.10
Get Product details with seller,226,4372,3215,4346,15693,19116,2259,21539,0.000%,.38240,5.61,0.11
Add Product to WishList,225,5367,4218,5904,17175,21559,2224,22676,0.000%,.38163,0.27,0.12
Add To Cart,222,10851,8096,20409,26385,32685,3324,35051,0.000%,.37811,0.41,0.31
Buy Now ,217,9971,7564,18925,22963,28485,3791,32454,0.000%,.37281,0.40,0.21
Instabuy pop-up,213,5471,3623,15672,17798,19743,459,20486,4.225%,.37153,1.52,0.11
Exchange Pop-up,211,974,973,1179,1247,1480,529,1561,0.000%,.37189,1.33,0.09
Remove Exchange,209,659,652,815,841,1011,389,1080,0.000%,.37010,0.29,0.13
Deactivate Exchange,208,644,632,824,865,927,328,1005,0.000%,.36970,0.29,0.13
Notify Me (if product is out of stock),207,521,522,634,661,715,234,732,0.000%,.36975,0.28,0.17
Place Order,207,5149,3396,15892,19318,28343,352,35852,0.000%,.36936,62.80,0.13
TOTAL,4240,3307,1894,7798,14974,21927,10,35852,0.212%,6.88984,125.29,2.64
