Login Ui Page,35,162,157,192,210,222,133,222,0.000%,.12867,0.10,0.03
Send OTP ,35,453,457,482,485,504,412,504,0.000%,.12858,0.10,0.04
OpenLogin ,35,4045,4070,4299,4326,4885,3523,4885,0.000%,.12711,1.86,0.06
Product Listing Page (PLP),35,14,14,17,20,28,11,28,0.000%,.12898,4.41,0.07
Get Product List for Compare,35,152,150,162,164,188,137,188,0.000%,.12892,0.10,0.04
To Add Product To Compare,35,503,499,521,618,633,458,633,0.000%,.12877,0.11,0.05
Get Compare List after adding Product,35,515,509,591,650,806,422,806,0.000%,.12886,0.18,0.04
To Remove Product from Compare List ,35,496,486,532,591,688,456,688,0.000%,.12895,0.10,0.05
Product Description Page (PDP),35,812,787,871,896,1268,706,1268,0.000%,.12886,11.86,0.04
Get Product details with seller,35,809,824,881,887,927,694,927,0.000%,.12885,1.89,0.04
Add Product to WishList,35,1005,991,1089,1136,1205,904,1205,0.000%,.12880,0.09,0.04
Add To Cart,35,5873,5877,6536,6686,6890,4078,6890,0.000%,.12675,0.14,0.10
Buy Now ,35,5443,5423,6017,6046,6175,4582,6175,0.000%,.12642,0.14,0.07
Instabuy pop-up,35,1453,1356,1712,1870,2385,1108,2385,0.000%,.12821,0.68,0.04
Exchange Pop-up,33,242,240,258,261,291,226,291,0.000%,.12240,0.44,0.03
Remove Exchange,33,170,168,183,188,192,157,192,0.000%,.12244,0.09,0.04
Deactivate Exchange,32,173,170,187,190,194,163,194,0.000%,.11995,0.09,0.04
Notify Me (if product is out of stock),32,133,130,141,142,153,125,153,0.000%,.11997,0.09,0.06
Place Order,31,3056,1806,7176,7278,7433,159,7433,0.000%,.11611,59.94,0.03
TOTAL,651,1350,492,5160,5861,6809,11,7433,0.000%,2.12535,72.19,0.81
