Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,79,267,269,337,373,412,114,425,0.000%,.26126,0.20,0.07
OpenLogin ,79,1400,1327,1547,1625,3250,1017,3316,0.000%,.26031,0.45,0.09
TriggerOTP ,79,1029,990,1445,1527,1788,508,1816,0.000%,.26006,0.93,0.14
Product Listing Page (PLP),78,18,18,22,24,26,14,35,0.000%,.26011,8.53,0.14
Get Product List for Compare,78,288,295,375,397,435,123,508,0.000%,.25985,0.21,0.08
To Add Product To Compare,78,930,931,1118,1147,1370,454,1430,0.000%,.25933,0.21,0.10
Get Compare List after adding Product,78,915,891,1181,1252,1358,504,1358,0.000%,.25924,0.31,0.08
To Remove Product from Compare List ,78,930,911,1180,1314,1410,462,1423,0.000%,.25951,0.20,0.09
Get Compare List after removing Product,76,338,313,426,554,848,108,978,0.000%,.25787,0.21,0.08
Product Description Page (PDP),76,498,487,624,687,888,276,945,0.000%,.25778,2.54,0.07
Get Product details with seller,76,497,491,621,658,799,287,807,0.000%,.25781,1.04,0.07
Add Product to WishList,76,1402,1380,1826,2076,2098,733,2142,0.000%,.25754,0.18,0.07
Notify Me (if product is out of stock),76,268,275,351,368,394,96,412,0.000%,.25910,0.20,0.12
Add To Cart,76,2987,3237,4212,4523,5151,815,6058,0.000%,.25597,0.26,0.15
Buy Now ,75,3072,3416,4398,4773,5191,734,5507,0.000%,.25358,0.26,0.14
Instabuy pop-up,74,1314,1380,2185,2226,2262,138,2445,0.000%,.26068,0.48,0.08
Exchange Pop-up,74,474,481,639,676,716,170,728,0.000%,.26050,0.93,0.06
Remove Exchange,74,335,338,461,475,489,149,489,0.000%,.26035,0.20,0.10
Deactivate Exchange,74,338,332,453,473,513,125,539,0.000%,.26021,0.20,0.10
Place Order,74,1782,1241,4767,4951,6457,446,6646,0.000%,.25669,19.22,0.09
TOTAL,1528,951,612,2095,3543,4773,14,6646,0.000%,4.97004,34.98,1.84
