Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,346,5448,5796,6985,7302,7929,498,8677,0.000%,.26733,0.21,0.07
OpenLogin ,343,8717,9060,10322,10591,11127,1425,12408,0.000%,.26454,0.45,0.09
TriggerOTP ,340,16054,16646,19885,20334,21425,1680,21864,0.000%,.26206,0.94,0.14
Product Listing Page (PLP),335,21,17,23,28,85,13,530,0.000%,.26318,8.63,0.15
Get Product List for Compare,335,5922,6223,7317,7558,8193,701,8503,0.000%,.26198,0.21,0.08
To Add Product To Compare,335,10441,10834,12148,12367,12836,2523,13046,0.000%,.25967,0.20,0.10
Get Compare List after adding Product,333,10023,10554,11672,12007,13033,2373,13164,0.000%,.25818,0.30,0.08
To Remove Product from Compare List ,331,10590,10916,12043,12347,12912,2495,13446,0.000%,.25683,0.21,0.09
Get Compare List after removing Product,330,6259,6369,7408,7813,9129,703,9568,0.000%,.25721,0.21,0.08
Product Description Page (PDP),325,6737,6923,7929,8173,8914,889,9785,0.000%,.25396,2.50,0.07
Get Product details with seller,321,6801,6996,8017,8416,8896,963,9686,0.000%,.25174,1.01,0.07
Add Product to WishList,321,14289,14589,15731,16028,16554,4584,17959,0.000%,.24993,0.17,0.07
Notify Me (if product is out of stock),318,5985,6058,7079,7352,8103,1187,8518,0.000%,.25137,0.19,0.11
Add To Cart,318,18228,21416,24539,25519,27224,3175,32284,0.000%,.24869,0.24,0.14
Buy Now ,314,18716,22328,24974,25660,28372,3331,30433,0.000%,.24680,0.25,0.14
Instabuy pop-up,309,11201,11814,15004,15932,16756,1262,21080,4.531%,.24518,0.41,0.07
Exchange Pop-up,308,7513,7526,8489,8756,9250,3441,9674,0.000%,.24440,0.87,0.06
Remove Exchange,306,6667,6681,7691,7996,8359,2443,8484,0.000%,.24409,0.19,0.09
Deactivate Exchange,304,6736,6733,7818,8059,8535,1964,9146,0.000%,.24262,0.19,0.09
Place Order,302,18234,11615,56813,58572,60131,5414,62189,0.331%,.24044,24.18,0.09
TOTAL,6474,9675,7820,16715,22426,26032,13,62189,0.232%,4.97466,40.38,1.84
