Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,166,1815,1815,2352,2493,2803,297,3547,0.000%,.27260,0.21,0.07
OpenLogin ,166,5248,5437,5951,6268,6634,1202,6955,0.000%,.27093,0.47,0.09
TriggerOTP ,164,8742,7647,12061,12491,13302,1958,14818,0.000%,.26811,0.96,0.14
Product Listing Page (PLP),161,18,17,22,24,41,14,110,0.000%,.26568,8.71,0.15
Get Product List for Compare,161,2429,2398,2813,2949,3566,1217,3853,0.000%,.26477,0.21,0.08
To Add Product To Compare,159,7524,7519,8138,8253,8474,4299,9299,0.000%,.26137,0.21,0.10
Get Compare List after adding Product,156,7253,7359,8509,8598,8941,2087,9396,0.000%,.26348,0.33,0.08
To Remove Product from Compare List ,156,7522,7536,7895,8101,8326,6788,8651,0.000%,.26351,0.21,0.09
Get Compare List after removing Product,156,2468,2401,2876,3013,3113,1932,3305,0.000%,.26636,0.21,0.08
Product Description Page (PDP),155,3151,3091,3521,3656,4037,2645,4296,0.000%,.26576,2.62,0.07
Get Product details with seller,154,3167,3102,3601,3724,3966,2620,4457,0.000%,.26606,1.07,0.07
Add Product to WishList,153,11509,11464,12178,12227,12436,10207,12720,0.000%,.26496,0.18,0.08
Notify Me (if product is out of stock),152,2280,2187,2727,2766,3490,1894,4056,0.000%,.26982,0.21,0.12
Add To Cart,150,12709,14616,17091,17758,19628,3540,22024,0.000%,.26509,0.26,0.15
Buy Now ,146,13395,15508,17843,18311,19013,3517,19297,0.000%,.26160,0.26,0.15
Instabuy pop-up,143,7880,9037,11404,12003,13442,2072,13623,2.098%,.26149,0.44,0.08
Exchange Pop-up,143,3828,3715,4334,4457,4678,3175,5237,0.000%,.26102,0.93,0.06
Remove Exchange,142,2763,2681,3221,3410,3718,2209,3842,0.000%,.26196,0.20,0.10
Deactivate Exchange,142,2770,2642,3248,3626,3764,2158,3852,0.000%,.26220,0.20,0.10
Place Order,141,12817,7553,40373,41316,41925,2122,42237,0.000%,.26042,28.03,0.09
TOTAL,3066,5903,3842,11961,15368,18380,14,42237,0.098%,4.98029,41.89,1.84
