Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,83,519,534,629,649,674,208,1014,0.000%,.26875,0.21,0.07
OpenLogin ,83,2065,2059,2322,2487,3915,1098,4011,0.000%,.26720,0.46,0.09
TriggerOTP ,81,2112,1944,3001,3375,4235,594,6051,0.000%,.26657,0.96,0.14
Product Listing Page (PLP),81,23,18,24,30,59,15,395,0.000%,.26708,8.76,0.15
Get Product List for Compare,81,635,653,762,787,789,163,794,0.000%,.26643,0.21,0.08
To Add Product To Compare,81,2095,2132,2421,2481,2543,647,2571,0.000%,.26481,0.21,0.10
Get Compare List after adding Product,81,2102,2151,2470,2550,3184,632,3251,0.000%,.26364,0.32,0.08
To Remove Product from Compare List ,81,2165,2224,2484,2549,2738,933,2822,0.000%,.26316,0.21,0.09
Get Compare List after removing Product,80,685,671,782,790,1126,278,2428,0.000%,.26337,0.21,0.08
Product Description Page (PDP),80,951,927,1134,1201,1237,531,1261,0.000%,.26317,2.59,0.07
Get Product details with seller,80,945,941,1086,1135,1222,642,1306,0.000%,.26301,1.06,0.07
Add Product to WishList,79,3400,3412,3816,3909,4013,2526,4087,0.000%,.26389,0.18,0.08
Notify Me (if product is out of stock),79,606,605,692,709,830,307,886,0.000%,.26628,0.20,0.12
Add To Cart,79,5150,5652,7300,7528,8874,1088,10005,0.000%,.26317,0.27,0.15
Buy Now ,78,5255,5699,7326,7607,8470,1232,8989,0.000%,.26513,0.27,0.15
Instabuy pop-up,78,2704,3024,3976,4113,4433,493,4834,0.000%,.26423,0.49,0.08
Exchange Pop-up,78,1082,1088,1220,1245,1282,816,1285,0.000%,.26402,0.94,0.07
Remove Exchange,75,739,746,857,885,1002,491,1042,0.000%,.25629,0.20,0.09
Deactivate Exchange,75,756,765,858,882,915,440,949,0.000%,.25617,0.20,0.09
Place Order,75,3913,2341,11051,12085,12778,1503,13046,0.000%,.25374,23.37,0.09
TOTAL,1588,1886,1159,3934,6011,7608,15,13046,0.000%,5.06392,39.36,1.87
