Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,292,12683,13098,18298,19746,25009,555,68923,0.00%,0.32048,0.25,0.08
OpenLogin ,285,15373,16570,19127,20129,24144,3110,70742,0.00%,0.31134,0.53,0.11
TriggerOTP ,277,29565,31046,35981,38280,42918,3977,93601,0.00%,0.30337,1.08,0.16
Product Listing Page (PLP),248,35,34,47,56,151,15,304,0.00%,0.27824,9.12,0.15
Get Product List for Compare,248,13489,14315,17472,17935,18763,1459,19542,0.00%,0.27375,0.22,0.08
To Add Product To Compare,241,17492,18137,21244,21725,23145,6731,23383,0.00%,0.26659,0.21,0.1
Get Compare List after adding Product,234,17059,17260,21244,21749,22720,7042,23220,0.00%,0.26066,0.28,0.08
To Remove Product from Compare List ,225,18568,19355,21760,22357,23206,10907,23575,0.00%,0.25381,0.21,0.09
Get Compare List after removing Product,218,15079,15368,17585,18563,19618,7085,20022,0.00%,0.24857,0.2,0.08
Product Description Page (PDP),213,16299,15810,19368,20343,20777,11932,20893,0.00%,0.24725,2.43,0.07
Get Product details with seller,208,16807,16475,19368,19903,21906,12043,22924,0.00%,0.24352,0.98,0.07
Add Product to WishList,205,23082,23582,26297,27319,27903,12006,28381,0.00%,0.24457,0.17,0.07
Notify Me (if product is out of stock),204,17070,16517,20666,24782,25479,11544,25658,0.00%,0.25092,0.19,0.11
Add To Cart,203,41322,41957,80681,83261,96642,12446,99460,0.00%,0.25158,0.24,0.14
Buy Now ,200,42440,43895,70119,80144,94263,14798,95993,0.00%,0.26191,0.27,0.15
Instabuy pop-up,200,23118,21858,25627,26986,70435,12437,73672,4.50%,0.26098,0.55,0.08
Exchange Pop-up,199,20315,17904,22044,25505,68834,12087,69173,0.00%,0.26742,0.96,0.07
Remove Exchange,197,17389,16120,20138,23960,66362,11074,67749,0.00%,0.27903,0.22,0.1
Deactivate Exchange,197,19015,16023,19667,66454,70327,10338,70492,0.00%,0.27902,0.22,0.1
Place Order,195,25912,19307,27193,90755,98489,12139,106290,0.00%,0.27837,12.93,0.1
TOTAL,4489,19659,17351,31542,44201,80274,15,106290,0.49%,4.89378,27.21,1.81
