Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,549,72,50,89,144,330,34,4392,0.000%,.42598,0.42,0.11
OpenLogin ,549,7011,6101,7930,20208,21081,1408,23026,0.000%,.42253,0.74,0.22
TriggerOTP,542,9453,9803,10934,11792,12386,1080,14162,0.185%,.42016,1.74,0.30
Product Listing Page (PLP),539,18,17,21,23,40,14,320,0.000%,.41983,11.69,0.21
Get Product List for Compare,539,3829,3971,4639,4843,5220,332,8748,0.000%,.41871,0.34,0.13
To Add Product To Compare,538,6422,6644,7287,7483,8024,1101,8914,2.230%,.41630,0.35,0.16
Get Compare List after adding Product,536,6444,6609,7425,7707,8787,1123,9445,0.000%,.41507,0.55,0.13
To Remove Product from Compare List ,535,6450,6600,7365,7579,8541,962,8938,3.551%,.41505,0.34,0.15
Get Compare List after removing Product,533,3968,4078,4732,4932,5581,267,8125,0.000%,.41416,0.34,0.13
Product Description Page (PDP),528,4260,4384,5039,5206,5579,395,5957,0.000%,.41063,5.23,0.11
Get Product details with seller,527,4315,4403,5075,5309,5689,503,8855,0.000%,.41039,1.97,0.12
Add Product to WishList,524,9147,9257,10240,10482,11017,1938,11626,0.191%,.40751,0.29,0.12
Notify Me (if product is out of stock),521,3852,3939,4544,4732,5291,262,5802,0.000%,.40827,0.32,0.19
Add To Cart,521,13144,14879,17149,30489,32067,1149,33489,0.000%,.40521,0.42,0.24
Buy Now ,516,12867,14144,16665,29563,31227,1080,32792,0.000%,.40194,0.41,0.23
Instabuy pop-up,511,7507,8241,9281,9656,10945,246,15095,7.241%,.39924,1.08,0.12
Exchange Pop-up,507,4935,4973,5662,5808,6192,610,7153,0.000%,.39622,1.44,0.10
Remove Exchange,504,4153,4164,4842,5028,6078,338,7514,0.000%,.39510,0.31,0.15
Deactivate Exchange,502,4155,4171,4921,5048,5437,377,8474,0.000%,.39511,0.31,0.15
Place Order,502,6905,4768,10779,11999,35931,1916,37804,0.000%,.39257,2.16,0.15
TOTAL,10523,5926,4922,10180,14599,20828,14,37804,0.665%,8.09813,30.09,3.18
