Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,96,74,57,113,232,248,38,282,0.000%,.31853,0.31,0.08
OpenLogin ,96,1547,1095,1679,5016,6014,891,6848,0.000%,.31730,0.55,0.17
TriggerOTP,96,882,798,1286,1488,1667,609,1809,0.000%,.31787,1.34,0.23
Product Listing Page (PLP),96,20,18,22,24,33,15,174,0.000%,.31882,8.88,0.16
Get Product List for Compare,96,199,191,246,264,298,152,332,0.000%,.31862,0.26,0.10
To Add Product To Compare,96,577,569,648,689,730,463,861,0.000%,.31838,0.26,0.12
Get Compare List after adding Product,96,535,517,627,654,691,417,913,0.000%,.31830,0.37,0.10
To Remove Product from Compare List ,96,574,559,661,675,727,467,1300,0.000%,.31822,0.26,0.12
Get Compare List after removing Product,95,208,194,234,251,542,151,654,0.000%,.31725,0.26,0.10
Product Description Page (PDP),95,306,298,356,376,415,238,506,0.000%,.31715,4.06,0.09
Get Product details with seller,95,309,301,350,389,423,244,451,0.000%,.31710,1.53,0.09
Add Product to WishList,95,1162,1156,1348,1413,1662,826,1671,0.000%,.31656,0.23,0.09
Notify Me (if product is out of stock),93,183,182,216,222,241,131,273,0.000%,.31251,0.24,0.15
Add To Cart,93,2387,2372,2941,6214,7542,200,9140,0.000%,.31012,0.32,0.18
Buy Now ,92,2382,2365,3119,6230,7257,186,8880,0.000%,.31376,0.32,0.18
Instabuy pop-up,92,1040,1319,1523,1626,1730,159,1731,0.000%,.31466,0.80,0.10
Exchange Pop-up,92,331,327,377,379,412,259,434,0.000%,.31609,1.15,0.08
Remove Exchange,92,220,216,249,267,309,168,367,0.000%,.31618,0.25,0.12
Deactivate Exchange,91,230,225,270,294,306,185,311,0.000%,.31970,0.25,0.12
Place Order,91,2152,1883,2882,8247,9848,169,10072,0.000%,.31792,0.34,0.12
TOTAL,1884,761,371,1874,2494,6214,15,10072,0.000%,6.13012,21.39,2.41
