Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,260,58,48,78,94,181,33,727,0.000%,.42559,0.42,0.11
OpenLogin ,259,4712,3483,5090,19138,19920,1011,20512,0.000%,.42228,0.74,0.22
TriggerOTP,258,4340,4191,5373,5595,6788,647,7805,0.775%,.42116,1.73,0.30
Product Listing Page (PLP),255,17,17,21,23,32,13,36,0.000%,.41879,11.66,0.21
Get Product List for Compare,255,1399,1368,1687,1834,2027,252,2281,0.000%,.41784,0.34,0.13
To Add Product To Compare,253,4244,4281,4560,4662,4852,873,5100,1.186%,.41389,0.35,0.16
Get Compare List after adding Product,250,4378,4278,4965,5073,5427,1698,5700,0.000%,.41203,0.57,0.13
To Remove Product from Compare List ,250,4306,4301,4592,4725,4900,3077,5155,3.600%,.41088,0.33,0.15
Get Compare List after removing Product,248,1458,1394,1687,1811,2111,1161,3957,0.000%,.41408,0.34,0.13
Product Description Page (PDP),248,1874,1823,2152,2311,2535,1549,2637,0.000%,.41490,5.30,0.12
Get Product details with seller,248,1871,1834,2144,2209,2347,1533,2597,0.000%,.41474,1.99,0.12
Add Product to WishList,247,7192,7201,7740,7920,8313,945,8531,0.810%,.41271,0.29,0.12
Notify Me (if product is out of stock),246,1343,1285,1570,1681,1878,1084,1980,0.000%,.41768,0.33,0.20
Add To Cart,245,9557,10370,12201,27359,29159,1521,29629,0.000%,.41301,0.42,0.24
Buy Now ,240,9165,10023,11653,26652,27336,1310,28819,0.000%,.41148,0.42,0.24
Instabuy pop-up,236,4958,6058,6988,7483,8573,1193,8888,5.085%,.41155,1.04,0.13
Exchange Pop-up,232,2482,2438,2769,2840,3171,2167,3313,0.000%,.40785,1.48,0.10
Remove Exchange,231,1643,1577,1944,2028,2258,1349,2310,0.000%,.41147,0.32,0.15
Deactivate Exchange,231,1621,1583,1873,1948,2105,1328,2219,0.000%,.41144,0.33,0.15
Place Order,231,7020,7903,10789,16745,17678,1258,35065,0.000%,.41016,15.03,0.15
TOTAL,4923,3660,2406,7801,10339,18702,13,35065,0.569%,7.97207,41.33,3.13
