Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,414,83,53,134,188,426,36,943,0.000%,.46413,0.46,0.12
OpenLogin ,414,11611,11806,14183,21314,25039,1614,25982,0.000%,.45676,0.80,0.24
TriggerOTP,412,19596,22691,25535,26169,27047,754,28209,11.893%,.45163,1.75,0.32
Product Listing Page (PLP),410,18,17,21,24,37,14,61,0.000%,.45967,12.80,0.23
Get Product List for Compare,410,9342,10113,11636,11983,13356,760,13736,0.000%,.45333,0.37,0.14
To Add Product To Compare,409,11715,12445,13964,14287,15564,2638,16007,6.601%,.45404,0.38,0.17
Get Compare List after adding Product,406,11737,12293,13919,14367,15600,2589,16970,0.000%,.44790,0.59,0.14
To Remove Product from Compare List ,400,11981,12348,13873,14222,14810,2767,15478,56.750%,.44242,0.37,0.16
Get Compare List after removing Product,397,9940,10259,11845,12287,13486,2003,13714,0.000%,.44306,0.36,0.14
Product Description Page (PDP),396,10247,10534,12166,12769,13874,2128,14927,0.000%,.44690,5.69,0.12
Get Product details with seller,393,10146,10486,12027,12470,13147,2327,13956,0.000%,.44188,2.12,0.13
Add Product to WishList,390,13851,14683,16162,16490,17410,1436,18844,12.564%,.43776,0.32,0.13
Notify Me (if product is out of stock),383,10244,10328,12002,12548,13384,1839,14445,0.000%,.43257,0.34,0.20
Add To Cart,381,20437,21272,29738,35317,40485,5632,41350,0.000%,.42795,0.43,0.25
Buy Now ,370,20240,21185,29299,33362,39912,5435,41113,0.000%,.41731,0.43,0.24
Instabuy pop-up,353,12882,13220,15792,16205,17254,6487,18249,10.198%,.40355,0.92,0.12
Exchange Pop-up,345,11274,11355,12742,13070,14069,6857,14573,0.000%,.39849,1.44,0.10
Remove Exchange,337,10638,10591,12205,12761,14000,7571,14288,0.000%,.39343,0.31,0.15
Deactivate Exchange,328,10468,10413,11955,12516,13229,6278,14043,0.000%,.38721,0.31,0.14
Place Order,325,14954,12810,17807,40036,43604,6432,46536,0.000%,.38602,11.77,0.14
TOTAL,7673,11470,11207,18048,25226,31622,14,46536,5.057%,8.36130,40.07,3.29
