Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,124,60,52,83,94,200,38,242,0.000%,.40268,0.40,0.10
OpenLogin ,124,2017,1488,3196,6906,7444,1001,7595,0.000%,.40108,0.70,0.21
TriggerOTP,124,1340,1328,1591,1684,1961,549,2439,0.000%,.40084,1.68,0.28
Product Listing Page (PLP),123,19,17,22,26,32,15,119,0.000%,.40385,11.25,0.20
Get Product List for Compare,123,399,407,489,502,556,139,574,0.000%,.40323,0.33,0.12
To Add Product To Compare,123,1175,1183,1430,1510,1607,480,1616,0.000%,.40180,0.33,0.15
Get Compare List after adding Product,123,1167,1162,1404,1492,1719,450,1740,0.000%,.40096,0.51,0.13
To Remove Product from Compare List ,123,1153,1172,1373,1416,1493,492,1511,0.000%,.40030,0.32,0.15
Get Compare List after removing Product,122,441,421,528,564,1373,189,1376,0.000%,.39849,0.33,0.12
Product Description Page (PDP),122,566,569,664,696,745,289,757,0.000%,.39804,5.09,0.11
Get Product details with seller,121,566,560,682,699,784,266,807,0.000%,.39489,1.90,0.12
Add Product to WishList,120,2012,1993,2388,2533,2599,935,2718,0.000%,.39406,0.28,0.12
Notify Me (if product is out of stock),120,365,368,456,472,500,170,529,0.000%,.39490,0.31,0.18
Add To Cart,120,3363,3393,4243,9116,10175,1127,10265,0.000%,.39172,0.40,0.23
Buy Now ,118,3470,3430,4222,9419,11836,1126,11845,0.000%,.38840,0.40,0.23
Instabuy pop-up,116,1741,2143,2450,2635,3871,220,4016,0.000%,.39083,0.99,0.12
Exchange Pop-up,116,701,700,836,852,883,450,911,0.000%,.39305,1.42,0.10
Remove Exchange,116,456,459,531,560,578,282,606,0.000%,.39328,0.31,0.15
Deactivate Exchange,115,456,462,563,576,635,275,685,0.000%,.39618,0.31,0.15
Place Order,115,3244,2754,4233,12357,13585,993,13749,0.000%,.38420,0.41,0.15
TOTAL,2408,1228,745,2750,3640,9077,15,13749,0.000%,7.62127,26.67,3.00
