Login Ui Page,138,1085,1173,1349,1425,2023,205,2092,0.000%,.22843,0.18,0.06
Send OTP ,138,1786,1829,2087,2168,4721,533,6373,0.000%,.22676,0.17,0.08
OpenLogin ,137,9661,7382,25839,28026,29604,1875,30463,0.000%,.22407,21.27,0.10
Product Listing Page (PLP),136,13,12,17,22,36,9,45,0.000%,.22539,7.44,0.12
Get Product List for Compare,136,1499,1549,1687,1763,1829,437,1926,0.000%,.22491,0.18,0.07
To Add Product To Compare,135,5710,5731,6307,6492,6735,4551,6884,0.000%,.22363,0.19,0.08
Get Compare List after adding Product,133,5900,5791,6785,6979,7453,4559,7520,0.000%,.22383,0.30,0.07
To Remove Product from Compare List ,133,5766,5794,6362,6423,6503,4551,6719,0.000%,.22453,0.18,0.08
Product Description Page (PDP),131,8993,8951,9797,10133,10273,7481,10385,0.000%,.22402,21.97,0.06
Get Product details with seller,128,8819,8788,9720,9856,10539,5340,10559,0.000%,.22251,4.45,0.06
Add Product to WishList,122,11163,11121,12470,12890,13555,8980,13708,0.000%,.21598,0.15,0.07
Add To Cart,120,21766,19694,34792,39528,40768,9936,41612,0.000%,.21502,0.23,0.18
Buy Now ,118,21208,18751,35066,37267,38417,15052,41493,0.000%,.21838,0.23,0.13
Instabuy pop-up,117,8781,8705,10733,11339,11988,1314,13910,3.419%,.22846,1.07,0.07
Exchange Pop-up,114,2618,2627,2890,2957,3212,1984,3402,0.000%,.22842,0.82,0.06
Remove Exchange,113,1754,1757,1960,1980,2115,1403,2124,0.000%,.22749,0.18,0.08
Deactivate Exchange,110,1742,1753,1908,1962,2114,1278,2198,0.000%,.22305,0.17,0.08
Notify Me (if product is out of stock),109,1375,1367,1520,1618,2061,919,2434,0.000%,.22618,0.17,0.10
Place Order,109,9197,10350,16052,17159,19083,1269,43350,0.000%,.22206,34.63,0.08
TOTAL,2377,6689,5531,16738,19428,35069,9,43350,0.168%,3.82718,83.99,1.46
