Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,24,479,420,744,906,940,265,940,0.000%,.08319,0.06,0.02
Send OTP ,24,1068,1030,1471,1655,2127,632,2127,0.000%,.08312,0.06,0.03
OpenLogin ,24,4211,3228,9166,10560,12060,1413,12060,0.000%,.08255,8.01,0.04
Product Listing Page (PLP),24,14,13,17,17,23,11,23,0.000%,.08349,2.76,0.05
Get Product List for Compare,24,542,505,845,851,949,249,949,0.000%,.08334,0.07,0.02
To Add Product To Compare,24,1929,1844,2657,2673,3081,1173,3081,0.000%,.08296,0.07,0.03
Get Compare List after adding Product,24,1667,1669,2315,2361,3170,808,3170,0.000%,.08330,0.09,0.03
To Remove Product from Compare List ,24,1633,1408,2622,3200,3223,713,3223,0.000%,.08358,0.07,0.03
Product Description Page (PDP),24,2546,2418,3237,3455,6393,1202,6393,0.000%,.08363,8.19,0.02
Get Product details with seller,23,2657,2359,4132,4440,5303,1329,5303,0.000%,.08435,1.66,0.02
Add Product to WishList,23,3861,3814,5465,6255,8179,1930,8179,0.000%,.08416,0.06,0.03
Add To Cart,23,9239,8493,13222,18672,18814,4703,18814,0.000%,.08294,0.09,0.07
Buy Now ,22,8244,6996,11183,12204,15061,4270,15061,0.000%,.08285,0.09,0.05
Instabuy pop-up,21,2889,2897,3542,3651,3882,1873,3882,0.000%,.08283,0.41,0.03
Exchange Pop-up,19,915,883,1125,1279,1934,505,1934,0.000%,.08549,0.31,0.02
Remove Exchange,19,649,595,987,1256,1286,322,1286,0.000%,.08573,0.07,0.03
Deactivate Exchange,19,720,667,841,1180,1425,413,1425,0.000%,.08581,0.07,0.03
Notify Me (if product is out of stock),19,553,520,855,991,1056,274,1056,0.000%,.08596,0.07,0.04
Place Order,19,6325,4462,14219,14716,17041,2270,17041,0.000%,.08530,0.10,0.03
TOTAL,423,2640,1648,6689,9296,14716,11,18814,0.000%,1.36813,20.53,0.53
