Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,173,173,173,173,173,173,173,0.000%,5.78035,4.47,1.48
Send OTP ,1,512,512,512,512,512,512,512,0.000%,1.95312,1.45,0.65
OpenLogin,1,3723,3723,3723,3723,3723,3723,3723,0.000%,.26860,3.85,0.12
Product Listing Page (PLP),1,21,21,21,21,21,21,21,0.000%,47.61905,1572.78,26.27
Get Product List for Compare,1,152,152,152,152,152,152,152,0.000%,6.57895,5.25,1.97
To Add Product To Compare,1,720,720,720,720,720,720,720,0.000%,1.38889,1.09,0.52
Get Compare List after adding Product,1,494,494,494,494,494,494,494,0.000%,2.02429,2.20,0.62
To Remove Product from Compare List ,1,468,468,468,468,468,468,468,0.000%,2.13675,1.69,0.76
Product Description Page (PDP),1,736,736,736,736,736,736,736,0.000%,1.35870,28.89,0.37
Get Product details with seller,1,713,713,713,713,713,713,713,0.000%,1.40252,26.19,0.40
Add Product to WishList,1,1123,1123,1123,1123,1123,1123,1123,0.000%,.89047,0.62,0.28
Add To Cart,1,5893,5893,5893,5893,5893,5893,5893,0.000%,.16969,0.18,0.14
Buy Now ,1,5490,5490,5490,5490,5490,5490,5490,0.000%,.18215,0.20,0.10
Instabuy pop-up,1,1346,1346,1346,1346,1346,1346,1346,0.000%,.74294,3.99,0.23
Exchange Pop-up,1,482,482,482,482,482,482,482,0.000%,2.07469,7.42,0.51
Remove Exchange,1,175,175,175,175,175,175,175,0.000%,5.71429,4.42,2.05
Deactivate Exchange,1,193,193,193,193,193,193,193,0.000%,5.18135,4.03,1.86
Notify Me (if product is out of stock) ,1,187,187,187,187,187,187,187,0.000%,5.34759,4.10,2.45
Place Order,1,7200,7200,7200,7200,7200,7200,7200,0.000%,.13889,0.16,0.05
TOTAL,19,1568,512,5490,5893,7200,21,7200,0.000%,.63647,3.60,0.24
