Login Ui Page,216,3659,4232,4909,4996,5452,355,5683,0.000%,.23911,0.19,0.06
Send OTP ,211,5272,6259,6993,7167,7585,565,7713,0.000%,.23357,0.17,0.08
OpenLogin ,209,31459,23771,92876,97948,103006,5006,104752,0.000%,.22595,21.11,0.10
Product Listing Page (PLP),207,22,18,32,36,77,11,117,0.000%,.23255,7.68,0.13
Get Product List for Compare,206,5000,5495,6096,6289,6749,236,7212,0.000%,.23312,0.19,0.07
To Add Product To Compare,206,19289,20806,21994,22896,25731,5576,31991,0.000%,.22909,0.19,0.09
Get Compare List after adding Product,204,20199,20236,23557,24384,29919,9429,34457,0.000%,.22838,0.31,0.07
To Remove Product from Compare List ,202,19881,20212,21641,22389,25466,11601,31415,0.000%,.22913,0.18,0.08
Product Description Page (PDP),201,32047,31667,34258,35968,42426,18500,49468,0.000%,.22948,22.49,0.06
Get Product details with seller,198,31795,31344,33984,35907,43417,18886,45568,0.000%,.23500,4.73,0.07
Add Product to WishList,195,39478,39347,43827,44983,46857,21617,48649,0.000%,.23994,0.17,0.08
Add To Cart,192,68311,61975,120003,120004,120006,27775,120007,12.500%,.24507,0.23,0.20
Buy Now ,182,68422,63781,72576,120020,120028,41226,120112,8.242%,.24645,0.25,0.14
Instabuy pop-up,172,38590,38733,53268,58753,64805,4736,69123,4.651%,.25711,1.14,0.08
Exchange Pop-up,156,9909,9795,10837,11042,11517,7779,20087,0.000%,.25429,0.91,0.06
Remove Exchange,150,6636,6631,7241,7354,7980,4988,8092,0.000%,.25009,0.19,0.09
Deactivate Exchange,143,6823,6707,7413,7602,13844,5572,15013,0.000%,.24151,0.19,0.09
Notify Me (if product is out of stock),138,5225,5170,5680,5796,6259,3834,12055,0.000%,.23786,0.18,0.11
Place Order,135,49762,63907,71312,72051,74820,5473,75675,0.000%,.22681,100.15,0.06
TOTAL,3523,24189,20137,60480,67480,120002,11,120112,1.334%,3.77381,120.95,1.44
