Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,116,133,124,169,192,295,93,299,0.000%,.38639,0.30,0.10
OpenLogin ,116,1000,945,1067,1196,2862,804,2931,0.000%,.38547,0.66,0.13
TriggerOTP ,116,574,566,680,735,870,348,905,0.000%,.38602,1.40,0.20
Product Listing Page (PLP),116,28,24,40,51,66,16,71,0.000%,.38663,10.17,0.21
Get Product List for Compare,116,144,140,178,205,276,100,278,0.000%,.38649,0.31,0.12
To Add Product To Compare,116,431,423,528,570,671,303,675,0.000%,.38620,0.32,0.15
Get Compare List after adding Product,116,445,426,569,625,811,280,897,0.000%,.38631,0.49,0.12
To Remove Product from Compare List ,116,455,445,559,617,675,293,708,0.000%,.38675,0.31,0.14
Product Description Page (PDP),116,719,704,841,909,1075,483,1143,0.000%,.38665,4.56,0.11
Get Product details with seller,116,723,702,915,962,1074,503,1114,0.000%,.38688,1.07,0.11
Add Product to WishList,116,758,732,992,1066,1237,508,1350,0.000%,.38746,0.27,0.11
Notify Me (if product is out of stock),116,138,128,185,201,241,98,262,0.000%,.38846,0.30,0.18
Add To Cart,116,1999,2104,2524,2656,2901,757,4502,0.000%,.38628,0.40,0.22
Buy Now ,115,1959,2099,2461,2556,3074,724,4283,0.000%,.38773,0.40,0.22
Instabuy pop-up,115,1062,1172,1381,1428,1585,98,3095,0.000%,.38759,1.20,0.12
Exchange Pop-up,112,212,203,253,271,351,160,459,0.000%,.37936,1.36,0.09
Remove Exchange,112,152,147,186,207,251,113,276,0.000%,.37943,0.29,0.14
Deactivate Exchange,112,159,155,194,206,247,115,265,0.000%,.37943,0.29,0.14
Place Order,112,1218,1310,1512,1605,2057,304,3420,0.000%,.37817,0.41,0.14
TOTAL,2186,649,478,1473,2139,2545,16,4502,0.000%,7.11688,23.91,2.68
