Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,165,165,165,165,165,165,165,0.000%,6.06061,4.69,1.56
OpenLogin ,1,906,906,906,906,906,906,906,0.000%,1.10375,1.90,0.38
TriggerOTP ,1,494,494,494,494,494,494,494,0.000%,2.02429,7.26,1.07
Product Listing Page (PLP),1,34,34,34,34,34,34,34,0.000%,29.41176,773.93,16.23
Get Product List for Compare,1,127,127,127,127,127,127,127,0.000%,7.87402,6.28,2.35
To Add Product To Compare ,1,384,384,384,384,384,384,384,0.000%,2.60417,2.05,0.97
Get Compare List after adding Product,1,282,282,282,282,282,282,282,0.000%,3.54610,3.83,1.09
To Remove Product from Compare List,1,292,292,292,292,292,292,292,0.000%,3.42466,2.70,1.21
Product Description Page (PDP),1,450,450,450,450,450,450,450,0.000%,2.22222,23.50,0.60
Get Product details with seller,1,471,471,471,471,471,471,471,0.000%,2.12314,7.00,0.60
Add Product to WishList,1,447,447,447,447,447,447,447,0.000%,2.23714,1.56,0.64
Add To Cart,1,1967,1967,1967,1967,1967,1967,1967,0.000%,.50839,0.53,0.42
Buy Now ,1,2001,2001,2001,2001,2001,2001,2001,0.000%,.49975,0.53,0.41
Instabuy pop-up,1,1049,1049,1049,1049,1049,1049,1049,0.000%,.95329,3.96,0.29
Exchange Pop-up,1,182,182,182,182,182,182,182,0.000%,5.49451,19.64,1.36
Remove Exchange,1,121,121,121,121,121,121,121,0.000%,8.26446,6.39,3.02
Deactivate Exchange,1,144,144,144,144,144,144,144,0.000%,6.94444,5.40,2.54
Notify Me (if product is out of stock),1,91,91,91,91,91,91,91,0.000%,10.98901,8.43,5.02
Place Order,1,1147,1147,1147,1147,1147,1147,1147,0.000%,.87184,1.00,0.32
TOTAL,19,566,384,1147,1967,2001,34,2001,0.000%,1.62671,5.45,0.65
