Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,359,9057,8452,10841,12594,63673,871,65111,0.000%,.39714,0.31,0.10
OpenLogin ,357,10357,9729,11671,12484,64637,2624,65998,0.840%,.39702,0.68,0.14
TriggerOTP ,354,24635,19057,70417,71102,73960,2138,76531,1.977%,.39345,1.41,0.21
Product Listing Page (PLP),350,28,24,43,52,83,16,129,0.000%,.39604,10.42,0.22
Get Product List for Compare,350,12297,8702,12921,62680,63959,1241,65188,0.000%,.39194,0.31,0.12
To Add Product To Compare,347,11143,10014,12701,15417,64982,2467,66970,0.000%,.39062,0.33,0.15
Get Compare List after adding Product,346,11362,10045,12948,14520,63707,1488,64831,0.000%,.39051,0.46,0.12
To Remove Product from Compare List ,344,12996,10724,14603,17991,65447,3403,65561,0.000%,.38829,0.32,0.14
Product Description Page (PDP),335,13710,11742,14263,26925,65862,7063,68273,0.000%,.38027,4.47,0.10
Get Product details with seller,327,13337,11357,17646,26700,62154,4791,66340,0.000%,.37365,1.04,0.11
Add Product to WishList,319,15484,12122,18596,61757,63281,7651,66014,2.194%,.36592,0.26,0.11
Notify Me (if product is out of stock),312,11616,8963,11213,13275,63734,5832,64976,0.000%,.36352,0.28,0.17
Add To Cart,307,28909,21713,71333,75729,79092,8074,80050,1.629%,.35864,0.36,0.21
Buy Now ,304,24070,21094,37732,67178,74409,8200,80176,0.987%,.36170,0.37,0.21
Instabuy pop-up,300,13979,11989,17392,27920,67005,7360,69043,5.333%,.38946,1.11,0.12
Exchange Pop-up,298,11074,9429,13260,17089,64871,6463,65458,0.000%,.39142,1.40,0.10
Remove Exchange,290,10205,8972,12066,16498,24052,6976,65414,0.000%,.38756,0.30,0.14
Deactivate Exchange,287,10043,9032,11336,15497,25449,6321,64910,0.000%,.39018,0.30,0.14
Place Order,278,30780,12073,71813,107086,108194,7152,109589,1.079%,.38132,93.86,0.12
TOTAL,6164,14253,10315,22961,57566,73503,16,109589,0.714%,6.75596,97.93,2.52
