Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,151,241,240,308,324,352,119,381,0.000%,.48679,0.38,0.13
OpenLogin ,151,1301,1263,1443,1487,1527,993,3242,0.000%,.48532,0.83,0.17
TriggerOTP ,150,974,971,1154,1222,1412,419,1461,0.000%,.48612,1.76,0.26
Product Listing Page (PLP),150,24,22,36,43,53,16,72,0.000%,.48674,12.81,0.27
Get Product List for Compare,150,285,283,379,417,481,105,513,0.000%,.48631,0.39,0.15
To Add Product To Compare,150,864,851,1111,1220,1469,329,1531,0.000%,.48571,0.40,0.18
Get Compare List after adding Product,149,841,815,1101,1215,1476,335,1514,0.000%,.48411,0.61,0.15
To Remove Product from Compare List ,149,850,855,1083,1132,1367,293,1484,0.000%,.48387,0.39,0.17
Product Description Page (PDP),148,1266,1283,1496,1553,1896,512,2168,0.000%,.48372,5.71,0.13
Get Product details with seller,148,1286,1280,1503,1592,2039,829,2135,0.000%,.48271,1.34,0.14
Add Product to WishList,147,1403,1396,1645,1901,2286,824,2321,0.000%,.48316,0.34,0.14
Notify Me (if product is out of stock),147,252,249,322,352,392,135,438,0.000%,.48424,0.37,0.22
Add To Cart,147,2767,2928,3513,3788,4146,211,5301,0.000%,.48058,0.50,0.28
Buy Now ,145,2819,3003,3600,3848,5042,195,5185,0.000%,.47725,0.49,0.27
Instabuy pop-up,144,1627,1810,2074,2242,3611,149,3891,0.694%,.47607,1.46,0.15
Exchange Pop-up,143,471,457,577,642,790,258,851,0.000%,.47477,1.70,0.12
Remove Exchange,143,332,329,417,443,512,164,539,0.000%,.47502,0.37,0.17
Deactivate Exchange,141,333,329,433,467,513,160,569,0.000%,.47340,0.37,0.17
Place Order,141,2052,2177,2627,3091,5000,226,5209,0.000%,.47063,7.54,0.17
TOTAL,2794,1048,889,2345,3007,3736,16,5301,0.036%,8.95918,36.96,3.37
