Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,292,929,902,1203,1339,1674,183,1979,0.000%,.47802,0.37,0.12
OpenLogin ,290,2778,2767,3209,3321,4404,1017,4836,0.000%,.47625,0.82,0.17
TriggerOTP ,290,4193,4308,5526,5766,6672,658,6965,0.000%,.47493,1.72,0.25
Product Listing Page (PLP),289,21,19,27,31,53,15,93,0.000%,.47554,12.51,0.26
Get Product List for Compare,289,1157,1117,1502,1626,1792,320,2264,0.000%,.47473,0.38,0.14
To Add Product To Compare,288,3342,3368,3692,3850,4079,670,4453,0.000%,.47224,0.39,0.18
Get Compare List after adding Product,285,3411,3383,3904,4039,4255,2014,4471,0.000%,.47222,0.65,0.15
To Remove Product from Compare List ,285,3358,3343,3679,3782,4070,2461,4128,0.000%,.47142,0.38,0.17
Product Description Page (PDP),285,4908,4894,5286,5417,5654,2329,5866,0.000%,.47153,5.54,0.13
Get Product details with seller,281,4946,4925,5307,5426,5583,3884,6040,0.000%,.46880,1.30,0.13
Add Product to WishList,278,5645,5652,6046,6102,6347,4607,6823,0.000%,.46827,0.33,0.13
Notify Me (if product is out of stock),275,1113,1065,1413,1520,1624,753,2037,0.000%,.46985,0.36,0.22
Add To Cart,275,7947,8671,9704,9988,10946,983,12049,0.000%,.46570,0.48,0.27
Buy Now ,270,7357,8152,8984,9116,9785,932,11417,0.000%,.46164,0.48,0.27
Instabuy pop-up,267,4380,4790,5936,6261,7193,867,8339,2.247%,.46165,1.38,0.14
Exchange Pop-up,264,1786,1739,2068,2180,2814,1367,2981,0.000%,.45953,1.64,0.11
Remove Exchange,263,1351,1274,1682,1822,2199,912,2578,0.000%,.45866,0.35,0.17
Deactivate Exchange,262,1322,1266,1628,1877,2098,973,2389,0.000%,.46192,0.36,0.17
Place Order,262,4798,3199,17996,18676,19612,880,21341,0.000%,.46068,42.43,0.16
TOTAL,5290,3395,3190,6167,8498,9947,15,21341,0.113%,8.59101,67.97,3.22
