Login Ui Page,39,177,164,261,268,294,127,294,0.000%,.12848,0.10,0.03
Send OTP ,39,1675,516,6844,8374,8706,435,8706,0.000%,.12840,0.10,0.04
OpenLogin ,38,1924,1355,4539,4722,6205,905,6205,0.000%,.13873,13.29,0.06
Product Listing Page (PLP),38,14,14,18,20,30,10,30,0.000%,.13982,4.78,0.08
Get Product List for Compare,38,196,182,259,277,450,137,450,0.000%,.13976,0.11,0.04
To Add Product To Compare,38,603,603,694,714,854,464,854,0.000%,.13957,0.11,0.05
Get Compare List after adding Product,38,602,595,721,767,898,427,898,0.000%,.13952,0.16,0.04
To Remove Product from Compare List ,38,650,609,807,980,1100,467,1100,0.000%,.13949,0.11,0.05
Product Description Page (PDP),38,1023,962,1266,1371,1486,732,1486,0.000%,.13942,13.70,0.04
Get Product details with seller,38,1003,951,1203,1283,1375,753,1375,0.000%,.13947,2.77,0.04
Add Product to WishList,38,1194,1159,1433,1512,1692,899,1692,0.000%,.13969,0.10,0.04
Add To Cart,38,3929,3346,6023,6642,8660,2637,8660,0.000%,.13876,0.15,0.11
Buy Now ,38,3787,3501,5907,6111,6587,2568,6587,0.000%,.13932,0.15,0.08
Instabuy pop-up,37,1441,1395,1672,1789,2037,1154,2037,0.000%,.13674,0.66,0.04
Exchange Pop-up,36,296,282,337,405,473,235,473,0.000%,.13613,0.49,0.03
Remove Exchange,36,210,196,250,327,372,161,372,0.000%,.13616,0.11,0.05
Deactivate Exchange,36,204,192,234,242,350,170,350,0.000%,.13617,0.11,0.05
Notify Me (if product is out of stock),35,166,164,189,204,212,132,212,0.000%,.13443,0.10,0.06
Place Order,35,2709,1906,7379,7512,8287,1467,8287,0.000%,.13367,0.16,0.05
TOTAL,711,1152,628,3142,3809,7450,10,8706,0.000%,2.31971,33.15,0.89
