Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,179,179,179,179,179,179,179,0.000%,5.58659,4.31,1.43
Send OTP ,1,500,500,500,500,500,500,500,0.000%,2.00000,1.48,0.67
OpenLogin,1,4638,4638,4638,4638,4638,4638,4638,0.000%,.21561,3.15,0.10
Product Listing Page (PLP),1,12,12,12,12,12,12,12,0.000%,83.33333,2847.66,45.98
Get Product List for Compare,1,300,300,300,300,300,300,300,0.000%,3.33333,2.66,1.00
To Add Product To Compare,1,725,725,725,725,725,725,725,0.000%,1.37931,1.08,0.52
Get Compare List after adding Product,1,603,603,603,603,603,603,603,0.000%,1.65837,1.80,0.51
To Remove Product from Compare List ,1,518,518,518,518,518,518,518,0.000%,1.93050,1.52,0.69
Product Description Page (PDP),1,729,729,729,729,729,729,729,0.000%,1.37174,29.17,0.38
Get Product details with seller,1,732,732,732,732,732,732,732,0.000%,1.36612,25.51,0.39
Add Product to WishList,1,1072,1072,1072,1072,1072,1072,1072,0.000%,.93284,0.65,0.30
Add To Cart,1,4862,4862,4862,4862,4862,4862,4862,0.000%,.20568,0.20,0.17
Buy Now ,1,5480,5480,5480,5480,5480,5480,5480,0.000%,.18248,0.20,0.10
Instabuy pop-up,1,1389,1389,1389,1389,1389,1389,1389,0.000%,.71994,3.89,0.22
Exchange Pop-up,1,259,259,259,259,259,259,259,0.000%,3.86100,13.80,0.95
Remove Exchange,1,185,185,185,185,185,185,185,0.000%,5.40541,4.18,1.94
Deactivate Exchange,1,173,173,173,173,173,173,173,0.000%,5.78035,4.49,2.08
Notify Me (if product is out of stock) ,1,177,177,177,177,177,177,177,0.000%,5.64972,4.34,2.59
Place Order,1,6248,6248,6248,6248,6248,6248,6248,0.000%,.16005,0.19,0.06
TOTAL,19,1514,603,4862,5480,6248,12,6248,0.000%,.65993,3.78,0.25
