Login Ui Page,66,277,253,401,524,543,141,550,0.000%,.21731,0.17,0.06
Send OTP ,66,626,625,811,894,907,463,974,0.000%,.21708,0.16,0.07
OpenLogin ,66,2553,1918,5370,6741,6817,1062,8405,0.000%,.21604,20.46,0.10
Product Listing Page (PLP),66,53,16,28,368,381,11,387,0.000%,.21747,7.43,0.12
Get Product List for Compare,66,296,281,446,467,470,156,701,0.000%,.21759,0.17,0.07
To Add Product To Compare,63,1042,1006,1553,1652,1774,542,2107,0.000%,.21051,0.17,0.08
Get Compare List after adding Product,63,1016,921,1474,1525,2478,583,2714,0.000%,.21046,0.27,0.06
To Remove Product from Compare List ,61,1076,1021,1571,1816,1964,472,2478,0.000%,.20676,0.16,0.07
Product Description Page (PDP),61,1797,1692,2635,2731,2863,1083,3502,0.000%,.20640,19.96,0.06
Get Product details with seller,61,1736,1679,2465,2578,2836,821,2868,0.000%,.20676,4.14,0.06
Add Product to WishList,60,2030,1864,2829,2972,3235,1065,3639,0.000%,.20449,0.14,0.06
Add To Cart,59,6248,5883,10532,10886,11864,3511,12789,0.000%,.20918,0.22,0.17
Buy Now ,59,5959,5255,8666,9839,12327,3562,13187,0.000%,.20817,0.22,0.12
Instabuy pop-up,58,2193,1964,2919,3362,3388,1603,3443,0.000%,.21208,1.03,0.06
Exchange Pop-up,58,531,448,773,848,1163,257,1175,0.000%,.21349,0.76,0.05
Remove Exchange,57,350,320,494,568,782,174,793,0.000%,.21124,0.16,0.08
Deactivate Exchange,56,371,340,567,597,642,186,847,0.000%,.21837,0.17,0.08
Notify Me (if product is out of stock),56,270,237,392,459,505,153,545,0.000%,.21876,0.17,0.10
Place Order,56,3555,2798,9415,10424,12277,175,13187,0.000%,.21701,0.25,0.08
TOTAL,1158,1655,934,4290,5912,10532,11,13187,0.000%,3.71325,53.91,1.43
