Login Ui Page,143,2769,1045,1687,25072,31825,256,31988,0.000%,.23383,0.18,0.06
Send OTP ,141,2199,1717,2291,2520,32375,812,32484,0.000%,.23194,0.17,0.08
OpenLogin ,141,9284,6735,23128,24429,28349,2324,59301,0.000%,.22820,21.53,0.10
Product Listing Page (PLP),139,14,12,16,19,31,9,130,0.000%,.23143,7.91,0.13
Get Product List for Compare,139,1857,1349,1580,1983,33102,931,33176,0.000%,.23068,0.18,0.07
To Add Product To Compare,136,4976,4929,5489,5652,6422,3792,6508,0.000%,.23266,0.19,0.09
Get Compare List after adding Product,136,5087,5024,5779,5997,7055,3754,7103,0.000%,.23277,0.32,0.07
To Remove Product from Compare List ,136,4995,4927,5556,5678,6887,3671,7009,0.000%,.23293,0.18,0.08
Product Description Page (PDP),136,7865,7715,8930,9157,9571,6568,9683,0.000%,.23163,22.56,0.06
Get Product details with seller,135,7899,7782,8996,9268,9859,6121,9874,0.000%,.23231,4.66,0.07
Add Product to WishList,133,10367,10080,11805,12043,12880,7596,43634,0.000%,.23144,0.16,0.07
Add To Cart,124,20907,17654,35206,37745,50894,11204,51325,0.000%,.21887,0.23,0.18
Buy Now ,118,19976,17322,30907,34579,55763,13373,57736,0.000%,.21491,0.23,0.12
Instabuy pop-up,117,8417,8165,10510,10977,12868,1337,13621,0.855%,.23094,1.11,0.07
Exchange Pop-up,117,2643,2320,2728,2792,2979,1606,36138,0.000%,.23552,0.84,0.06
Remove Exchange,117,1835,1546,1812,1872,1929,1020,35303,0.000%,.23611,0.18,0.08
Deactivate Exchange,117,1807,1509,1774,1956,2071,981,34567,0.000%,.23628,0.18,0.09
Notify Me (if product is out of stock),117,1246,1226,1451,1519,2302,818,3294,0.000%,.23651,0.18,0.11
Place Order,117,10770,10823,16070,17542,43791,1152,47848,0.000%,.23193,53.00,0.08
TOTAL,2459,6471,4887,15483,18704,35206,9,59301,0.041%,3.96000,101.59,1.51
