Login Ui Page,276,3148,3561,3829,3906,3983,1034,4454,0.000%,.31178,0.24,0.08
Send OTP ,276,4916,5225,6034,7263,10322,1560,21596,0.000%,.31035,0.23,0.10
OpenLogin ,276,26458,18961,79765,82118,85171,4135,86491,0.000%,.30314,28.65,0.14
Product Listing Page (PLP),269,15,13,25,31,44,9,60,0.000%,.30271,10.34,0.17
Get Product List for Compare,269,4124,4520,4823,4960,5111,251,5939,0.000%,.30133,0.24,0.09
To Add Product To Compare,268,16061,17105,17988,18340,19277,4422,25335,0.000%,.29864,0.25,0.11
Get Compare List after adding Product,260,16614,16567,19484,19859,20515,8080,20627,0.000%,.29176,0.40,0.09
To Remove Product from Compare List ,254,16584,17027,17944,18163,18380,8726,18590,0.000%,.28771,0.23,0.10
Product Description Page (PDP),243,26734,26982,28884,29524,32830,15947,38074,0.000%,.27788,27.22,0.08
Get Product details with seller,228,26855,26941,28553,29176,34465,13260,35515,0.000%,.26709,5.35,0.08
Add Product to WishList,214,33522,33289,37125,37554,38546,21492,39852,0.000%,.25930,0.18,0.08
Add To Cart,207,59241,52429,106592,109090,116585,17860,120024,0.966%,.25912,0.26,0.21
Buy Now ,200,60707,54745,111156,112670,114959,12,115328,0.500%,.26753,0.29,0.15
Instabuy pop-up,188,30231,32394,39840,44546,46938,4155,47754,5.319%,.27076,1.22,0.08
Exchange Pop-up,182,8047,8055,8469,8545,8776,6604,9045,0.000%,.27648,0.99,0.07
Remove Exchange,180,5353,5344,5601,5737,5841,4948,5926,0.000%,.28503,0.22,0.10
Deactivate Exchange,180,5344,5311,5680,5797,5877,4911,5904,0.000%,.28519,0.22,0.10
Notify Me (if product is out of stock),180,4224,4213,4486,4537,4664,3894,4937,0.000%,.28597,0.22,0.13
Place Order,179,37084,41392,54842,55260,57736,4538,120025,0.559%,.27892,101.00,0.08
TOTAL,4329,19438,16654,49330,55401,107895,9,120025,0.323%,4.71702,144.23,1.79
