Login Ui Page,326,1741,1800,2062,2168,2361,254,5400,0.000%,.25284,0.20,0.06
Send OTP ,326,2608,2712,3020,3132,3237,602,3710,0.000%,.25235,0.19,0.08
OpenLogin ,323,14759,11137,40629,42260,44487,2790,45921,0.000%,.24854,23.52,0.11
Product Listing Page (PLP),319,13,13,18,22,31,9,76,0.000%,.25196,8.61,0.14
Get Product List for Compare,319,2169,2269,2530,2603,3064,158,6302,0.000%,.25147,0.20,0.08
To Add Product To Compare,319,8177,8452,9376,9557,10100,1233,14776,0.000%,.24981,0.20,0.09
Get Compare List after adding Product,319,8188,8406,9646,10035,10683,1286,11380,0.000%,.24866,0.32,0.08
To Remove Product from Compare List ,315,8155,8462,9327,9465,9721,508,14336,0.000%,.24635,0.20,0.09
Product Description Page (PDP),314,12876,13246,14684,15210,15900,950,19311,0.000%,.24562,24.12,0.07
Get Product details with seller,312,12994,13268,14741,15056,15409,2278,19007,0.000%,.24396,4.89,0.07
Add Product to WishList,307,16111,16332,18609,19239,20185,2289,22637,0.000%,.24016,0.17,0.08
Add To Cart,305,31297,28600,52773,57315,60072,9625,63583,0.000%,.23808,0.25,0.20
Buy Now ,297,30533,26823,54855,57222,59703,13638,60798,0.000%,.23486,0.25,0.13
Instabuy pop-up,281,13178,13161,16010,16492,17883,2045,21196,1.779%,.22999,1.10,0.07
Exchange Pop-up,281,4025,3971,4419,4523,6195,2667,7436,0.000%,.23090,0.83,0.06
Remove Exchange,281,2662,2643,2982,3066,3187,1832,4147,0.000%,.23092,0.18,0.08
Deactivate Exchange,281,2676,2648,3000,3109,3261,1837,3437,0.000%,.23077,0.18,0.08
Notify Me (if product is out of stock),281,2145,2121,2387,2433,2677,1680,5495,0.000%,.23068,0.18,0.11
Place Order,279,14554,11127,26106,52867,68951,2007,72889,0.000%,.22636,35.40,0.08
TOTAL,5785,9909,8048,24878,28701,55613,9,72889,0.086%,4.41795,97.53,1.69
