Login Ui Page,242,460,477,616,636,712,173,799,0.000%,.39782,0.31,0.10
Send OTP ,242,892,897,1084,1149,1221,457,3082,0.000%,.39726,0.29,0.13
OpenLogin ,241,6904,2901,23964,27327,35928,1022,38695,0.000%,.39214,23.98,0.18
Product Listing Page (PLP),239,12,11,15,17,26,8,202,0.000%,.40094,2.70,0.22
Get Product List for Compare,239,566,567,734,761,809,226,872,0.000%,.40044,0.32,0.12
To Add Product To Compare,239,1997,1946,2638,2704,2806,782,3005,0.000%,.39883,0.32,0.15
Get Compare List after adding Product,239,1968,1897,2567,2681,3032,752,3148,0.000%,.39785,0.50,0.12
To Remove Product from Compare List ,239,2010,1934,2592,2699,2892,947,3012,0.000%,.39697,0.32,0.14
Product Description Page (PDP),233,3174,3054,4056,4260,4500,2027,4624,0.000%,.38789,33.92,0.11
Get Product details with seller,232,3054,2960,3983,4082,4335,1639,4537,0.000%,.38863,4.98,0.11
Add Product to WishList,231,3967,3805,5182,5348,6157,2290,6714,0.000%,.39203,0.27,0.12
Add To Cart,231,10740,7126,27212,30756,40877,2550,42515,0.000%,.38479,0.41,0.32
Buy Now ,224,10423,6814,29099,30754,40184,3509,42804,0.000%,.37450,0.40,0.21
Instabuy pop-up,222,3191,3153,4063,4217,4669,453,4719,2.252%,.38443,1.77,0.12
Exchange Pop-up,220,951,928,1248,1306,1385,429,1557,0.000%,.38684,1.38,0.10
Remove Exchange,220,659,655,867,920,964,302,1063,0.000%,.38686,0.30,0.14
Deactivate Exchange,219,655,640,850,892,1023,302,1031,0.000%,.38515,0.30,0.14
Notify Me (if product is out of stock),217,522,524,674,712,747,240,815,0.000%,.38343,0.29,0.18
Place Order,215,9730,2982,15357,45946,121905,270,122841,3.256%,.32326,1.47,0.12
TOTAL,4384,3227,1800,6157,9747,31455,8,122841,0.274%,6.16519,63.12,2.37
