Login Ui Page,422,781,802,901,915,987,187,1146,0.000%,.45738,0.35,0.12
Send OTP ,420,1260,1297,1412,1451,1571,479,2522,0.000%,.45683,0.34,0.15
OpenLogin ,416,11342,4233,49705,50527,51542,1037,52273,0.000%,.45234,22.57,0.20
Product Listing Page (PLP),415,14,13,18,21,30,9,197,0.000%,.45232,3.04,0.25
Get Product List for Compare,414,951,986,1108,1149,1219,176,1870,0.000%,.45609,0.36,0.14
To Add Product To Compare,414,3441,3619,3864,3913,4040,484,4351,0.000%,.45428,0.37,0.17
Get Compare List after adding Product,411,3439,3529,4022,4167,4405,502,4710,0.000%,.45210,0.58,0.14
To Remove Product from Compare List ,411,3431,3589,3839,3916,4093,452,4325,0.000%,.45069,0.36,0.16
Product Description Page (PDP),406,5353,5577,6010,6107,6293,741,6553,0.000%,.44773,39.05,0.12
Get Product details with seller,404,5219,5439,5746,5850,6085,811,6312,0.000%,.44462,5.70,0.13
Add Product to WishList,399,6720,6725,8206,8467,8883,875,9176,0.251%,.44356,0.31,0.14
Add To Cart,391,17439,12398,53432,57543,59454,647,60254,0.512%,.43348,0.46,0.36
Buy Now ,384,16378,11434,25005,56886,58553,516,59161,1.302%,.42725,0.46,0.24
Instabuy pop-up,383,5328,5429,6471,6644,6963,448,7114,3.394%,.42612,1.92,0.13
Exchange Pop-up,382,1686,1713,1857,1893,1991,314,2028,0.000%,.42581,1.52,0.11
Remove Exchange,381,1153,1167,1278,1313,1369,252,1478,0.000%,.42570,0.33,0.15
Deactivate Exchange,380,1148,1162,1277,1315,1420,332,1727,0.000%,.42477,0.33,0.15
Notify Me (if product is out of stock),377,898,906,1021,1048,1118,201,1474,0.000%,.42312,0.32,0.19
Place Order,372,5645,4142,11019,16130,27115,284,78123,2.419%,.41810,55.97,0.14
TOTAL,7582,4787,3416,10085,13752,53261,9,78123,0.396%,8.21377,131.27,3.14
