Login Ui Page,42,176,157,245,251,283,136,283,0.000%,.13744,0.11,0.04
Send OTP ,41,472,441,494,496,1477,401,1477,0.000%,.13845,0.10,0.05
OpenLogin ,41,2271,1134,7512,7604,7922,805,7922,0.000%,.13726,8.26,0.06
Product Listing Page (PLP),41,12,12,16,17,18,9,18,0.000%,.13774,0.91,0.08
Get Product List for Compare,41,156,148,175,188,240,135,240,0.000%,.13767,0.11,0.04
To Add Product To Compare,41,491,483,540,560,666,448,666,0.000%,.13751,0.11,0.05
Get Compare List after adding Product,40,515,501,584,597,619,455,619,0.000%,.14025,0.16,0.04
To Remove Product from Compare List ,40,482,478,513,517,537,453,537,0.000%,.14023,0.11,0.05
Product Description Page (PDP),40,785,781,842,866,902,713,902,0.000%,.14007,12.26,0.04
Get Product details with seller,40,767,762,810,831,853,701,853,0.000%,.14004,1.79,0.04
Add Product to WishList,40,961,939,1090,1109,1253,821,1253,0.000%,.13995,0.10,0.04
Add To Cart,40,3594,2685,8827,8981,9088,1826,9088,0.000%,.13906,0.15,0.11
Buy Now ,40,3529,2660,8844,8882,9273,1749,9273,0.000%,.13879,0.15,0.08
Instabuy pop-up,39,1226,1206,1316,1370,1542,1097,1542,0.000%,.13899,0.66,0.04
Exchange Pop-up,39,251,245,277,302,334,216,334,0.000%,.13945,0.50,0.03
Remove Exchange,39,177,174,188,200,270,156,270,0.000%,.13949,0.11,0.05
Deactivate Exchange,38,185,181,202,217,274,160,274,0.000%,.13643,0.11,0.05
Notify Me (if product is out of stock),37,145,143,158,178,179,128,179,0.000%,.14020,0.11,0.06
Place Order,37,3436,1500,11540,11674,12271,1221,12271,0.000%,.13463,0.16,0.05
TOTAL,756,1027,488,2567,3546,9076,9,12271,0.000%,2.45561,24.46,0.95
