Login Ui Page,81,169,164,198,210,246,131,317,0.000%,.26944,0.21,0.07
Send OTP ,81,464,458,524,545,567,398,599,0.000%,.26924,0.20,0.09
OpenLogin ,81,2317,1079,8156,8447,8774,831,8846,0.000%,.26691,16.22,0.12
Product Listing Page (PLP),81,12,11,15,17,19,9,20,0.000%,.26777,1.78,0.15
Get Product List for Compare,81,167,165,190,198,213,139,216,0.000%,.26757,0.21,0.08
To Add Product To Compare,81,561,560,632,645,651,470,657,0.000%,.26713,0.22,0.10
Get Compare List after adding Product,80,534,527,624,638,681,437,762,0.000%,.26983,0.33,0.08
To Remove Product from Compare List ,80,554,540,638,657,687,475,736,0.000%,.26971,0.21,0.10
Product Description Page (PDP),80,901,897,1032,1058,1085,728,1094,0.000%,.26925,23.56,0.07
Get Product details with seller,80,857,837,953,995,1007,709,1057,0.000%,.26927,3.45,0.08
Add Product to WishList,79,1099,1085,1257,1335,1370,892,1373,0.000%,.26723,0.19,0.08
Add To Cart,77,3932,2805,9782,10164,10440,1786,11398,0.000%,.25831,0.28,0.21
Buy Now ,75,3840,2866,9546,9917,10210,1779,10420,0.000%,.25538,0.27,0.15
Instabuy pop-up,74,1305,1296,1432,1453,1524,1108,1571,0.000%,.25826,1.22,0.08
Exchange Pop-up,73,274,272,317,321,340,217,355,0.000%,.25937,0.93,0.06
Remove Exchange,73,195,196,220,227,242,159,263,0.000%,.25944,0.20,0.09
Deactivate Exchange,73,199,196,222,224,245,167,288,0.000%,.25952,0.20,0.09
Notify Me (if product is out of stock),72,159,158,182,188,193,123,207,0.000%,.26222,0.20,0.12
Place Order,72,3496,1556,12728,12856,13543,192,13700,0.000%,.25100,0.30,0.09
TOTAL,1474,1094,547,2589,3890,10164,9,13700,0.000%,4.64744,47.25,1.79
