Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,192,192,192,192,192,192,192,0.000%,5.20833,4.02,1.34
Send OTP ,1,421,421,421,421,421,421,421,0.000%,2.37530,1.76,0.80
OpenLogin7506871557,1,2756,2756,2756,2756,2756,2756,2756,0.000%,.36284,5.30,0.16
Product Listing Page (PLP),1,17,17,17,17,17,17,17,0.000%,58.82353,170.44,32.46
Get Product List for Compare,1,140,140,140,140,140,140,140,0.000%,7.14286,5.70,2.13
To Add Product To Compare,1,449,449,449,449,449,449,449,0.000%,2.22717,1.75,0.84
Get Compare List after adding Product,1,422,422,422,422,422,422,422,0.000%,2.36967,2.58,0.73
To Remove Product from Compare List ,1,452,452,452,452,452,452,452,0.000%,2.21239,1.75,0.79
Product Description Page (PDP),1,741,741,741,741,741,741,741,0.000%,1.34953,19.84,0.37
Get Product details with seller,1,712,712,712,712,712,712,712,0.000%,1.40449,19.15,0.40
Add Product to WishList,1,931,931,931,931,931,931,931,0.000%,1.07411,0.75,0.34
Add To Cart,1,3602,3602,3602,3602,3602,3602,3602,0.000%,.27762,0.30,0.23
Buy Now ,1,3475,3475,3475,3475,3475,3475,3475,0.000%,.28777,0.31,0.17
Instabuy pop-up,1,1111,1111,1111,1111,1111,1111,1111,0.000%,.90009,4.49,0.27
Exchange Pop-up,1,269,269,269,269,269,269,269,0.000%,3.71747,13.29,0.92
Remove Exchange,1,203,203,203,203,203,203,203,0.000%,4.92611,3.81,1.77
Deactivate Exchange,1,168,168,168,168,168,168,168,0.000%,5.95238,4.63,2.14
Notify Me (if product is out of stock) ,1,139,139,139,139,139,139,139,0.000%,7.19424,5.52,3.30
Place Order,1,4217,4217,4217,4217,4217,4217,4217,0.000%,.23714,0.28,0.09
TOTAL,19,1074,449,3475,3602,4217,17,4217,0.000%,.93005,3.22,0.36
