Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,249,394,399,546,588,668,122,741,0.000%,.41526,0.32,0.11
OpenLogin ,249,4541,3699,9220,10265,11196,1637,11401,0.000%,.41241,0.71,0.14
TriggerOTP ,249,1916,1837,2973,3352,4042,405,4091,0.000%,.41292,18.46,0.22
Product Listing Page (PLP),248,23,21,29,34,53,18,63,0.000%,.41206,12.20,0.23
Get Product List for Compare,246,533,543,718,769,852,124,1814,0.000%,.41109,0.33,0.12
To Add Product To Compare,246,1712,1729,2305,2413,2639,428,3249,0.000%,.41019,0.34,0.15
Get Compare List after adding Product,244,1727,1807,2399,2631,3025,182,3318,0.000%,.40840,0.53,0.13
To Remove Product from Compare List ,242,1743,1804,2298,2436,2595,305,3025,0.000%,.40710,0.33,0.15
Product Description Page (PDP),240,2673,2733,3419,3529,3880,647,3995,0.000%,.40596,9.62,0.11
Get Product details with seller,238,2732,2868,3456,3513,3748,714,3800,0.000%,.40536,1.93,0.12
Add Product to WishList,237,3152,3219,4099,4225,4391,857,4462,0.000%,.40685,0.28,0.12
Notify Me (if product is out of stock),235,506,505,680,721,796,136,1942,0.000%,.40775,0.31,0.19
Add To Cart,234,8621,7860,13636,15957,16801,3190,17505,0.000%,.40819,0.43,0.24
Buy Now ,234,8000,7190,12988,13771,15034,3766,16893,0.000%,.40707,0.43,0.23
Instabuy pop-up,226,4669,4815,5904,6262,7401,249,9059,3.540%,.40118,1.73,0.12
Exchange Pop-up,222,846,860,1128,1177,1314,251,1340,0.000%,.40422,1.45,0.10
Remove Exchange,222,590,590,838,883,998,162,1593,0.000%,.40465,0.31,0.15
Deactivate Exchange,222,557,551,771,804,904,163,1278,0.000%,.40511,0.31,0.15
Place Order,222,3771,2002,9138,13817,16462,125,17853,0.000%,.40282,29.76,0.14
TOTAL,4505,2550,1728,6292,8528,13895,18,17853,0.178%,7.30437,74.88,2.75
