Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,68,132,124,171,193,208,102,210,0.000%,.22023,0.17,0.06
OpenLogin ,67,3007,2877,4883,5035,5119,1179,5145,0.000%,.21616,0.37,0.08
TriggerOTP ,66,485,441,634,733,831,356,870,0.000%,.21985,9.93,0.12
Product Listing Page (PLP),66,22,21,25,26,27,19,34,0.000%,.22012,6.52,0.12
Get Product List for Compare,66,129,122,162,180,213,97,242,0.000%,.21998,0.18,0.07
To Add Product To Compare,65,378,359,475,506,564,281,648,0.000%,.21775,0.18,0.08
Get Compare List after adding Product,64,372,346,508,541,636,109,659,0.000%,.21555,0.28,0.07
To Remove Product from Compare List ,63,372,361,491,514,527,281,584,0.000%,.21822,0.17,0.08
Product Description Page (PDP),63,637,627,785,809,875,483,894,0.000%,.21800,5.25,0.06
Get Product details with seller,63,604,593,727,755,757,467,820,0.000%,.21799,1.04,0.06
Add Product to WishList,63,709,698,835,913,976,532,993,0.000%,.21776,0.15,0.06
Notify Me (if product is out of stock),62,121,113,152,180,217,89,229,0.000%,.21611,0.17,0.10
Add To Cart,61,4213,4014,6165,6414,6627,2004,6872,0.000%,.21031,0.22,0.12
Buy Now ,60,4075,3856,6170,6415,6510,2092,6979,0.000%,.22320,0.23,0.13
Instabuy pop-up,60,2633,2957,3115,3139,3291,95,3406,5.000%,.22461,0.96,0.07
Exchange Pop-up,60,193,186,229,266,336,151,338,0.000%,.22581,0.81,0.06
Remove Exchange,60,141,133,171,188,202,114,254,0.000%,.22583,0.17,0.08
Deactivate Exchange,60,141,134,166,175,205,115,210,0.000%,.22579,0.18,0.08
Place Order,60,2421,3036,3598,7189,7365,100,7785,0.000%,.22297,2.85,0.08
TOTAL,1197,1076,378,3513,4240,6415,19,7785,0.251%,3.80746,27.70,1.43
