Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,34,127,120,163,169,183,102,183,0.000%,.11436,0.09,0.03
OpenLogin ,34,2982,2842,4796,4800,5250,1129,5250,0.000%,.11336,0.19,0.04
TriggerOTP ,34,431,414,497,499,606,359,606,0.000%,.11429,4.64,0.06
Product Listing Page (PLP),34,24,23,32,35,44,20,44,0.000%,.11446,3.39,0.06
Get Product List for Compare,32,113,109,137,138,154,99,154,0.000%,.11001,0.09,0.03
To Add Product To Compare,32,322,318,359,383,395,287,395,0.000%,.10995,0.09,0.04
Get Compare List after adding Product,32,305,292,375,380,393,263,393,0.000%,.10995,0.14,0.03
To Remove Product from Compare List ,31,324,309,378,413,425,282,425,0.000%,.10747,0.09,0.04
Product Description Page (PDP),31,551,543,660,671,711,472,711,0.000%,.10739,2.59,0.03
Get Product details with seller,30,549,524,634,668,729,466,729,0.000%,.10962,0.52,0.03
Add Product to WishList,30,620,603,733,741,799,489,799,0.000%,.10965,0.08,0.03
Notify Me (if product is out of stock),30,108,105,130,131,133,93,133,0.000%,.10983,0.08,0.05
Add To Cart,30,4050,3774,5899,6065,6537,1997,6537,0.000%,.10894,0.11,0.06
Buy Now ,30,3931,3802,5548,6037,6459,1944,6459,0.000%,.10958,0.12,0.06
Instabuy pop-up,29,2753,2911,3009,3331,3555,1255,3555,0.000%,.11567,0.53,0.04
Exchange Pop-up,29,165,161,182,191,191,151,191,0.000%,.11700,0.42,0.03
Remove Exchange,29,129,124,149,165,184,112,184,0.000%,.11703,0.09,0.04
Deactivate Exchange,29,135,132,153,161,162,118,162,0.000%,.11704,0.09,0.04
Place Order,29,3571,3181,6791,6855,6989,1494,6989,0.000%,.11559,0.13,0.04
TOTAL,589,1096,353,3531,4024,6459,20,6989,0.000%,1.92928,12.77,0.73
