Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,347,6044,6430,7834,8207,9318,496,9485,0.000%,.26733,0.21,0.07
OpenLogin ,345,9150,9466,10801,11375,12184,1506,13070,0.000%,.26710,0.44,0.09
TriggerOTP ,344,16444,16608,20787,21442,27129,2567,28215,0.000%,.26481,0.94,0.14
Product Listing Page (PLP),335,20,17,25,29,96,15,426,0.000%,.26122,8.57,0.14
Get Product List for Compare,335,6406,6681,7676,7933,8938,862,9982,0.000%,.25959,0.21,0.08
To Add Product To Compare,334,11146,11539,12591,13078,14056,2910,14181,0.299%,.25906,0.21,0.10
Get Compare List after adding Product,333,11016,11299,12619,13122,13716,2460,14605,0.000%,.25794,0.32,0.08
To Remove Product from Compare List ,328,11086,11371,12444,12924,13848,2335,14534,32.927%,.25489,0.20,0.09
Get Compare List after removing Product,323,6679,6842,8093,8599,9733,405,10503,0.000%,.25161,0.20,0.08
Product Description Page (PDP),322,7362,7482,8689,9251,10047,900,10358,0.000%,.25310,2.49,0.07
Get Product details with seller,322,7308,7464,8535,8825,10158,1168,10760,0.000%,.25157,1.01,0.07
Add Product to WishList,319,14956,15185,16427,16894,17749,5645,18405,1.881%,.24944,0.17,0.07
Notify Me (if product is out of stock),314,6605,6654,8069,8479,9364,1538,10379,0.000%,.24810,0.19,0.11
Add To Cart,313,17414,17778,25437,25999,29229,4063,30437,0.639%,.24655,0.24,0.14
Buy Now ,311,17867,19614,26084,27116,29143,4625,32210,0.643%,.24540,0.24,0.14
Instabuy pop-up,308,10849,10840,14958,16153,18146,2777,18371,4.545%,.24512,0.34,0.07
Exchange Pop-up,306,8213,8194,9356,10135,10880,3248,11250,0.000%,.24383,0.87,0.06
Remove Exchange,305,7160,7121,8414,8907,10240,2715,10411,0.000%,.24377,0.19,0.09
Deactivate Exchange,301,7214,7187,8435,8895,9664,2901,10545,0.000%,.24134,0.19,0.09
Place Order,299,12263,11817,14282,17493,19947,5939,58909,0.669%,.23993,0.75,0.09
TOTAL,6444,9730,8501,16150,21127,25896,15,58909,2.095%,4.94988,17.65,1.84
