Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,159,2274,2386,3161,3278,3664,303,3852,0.000%,.26085,0.20,0.07
OpenLogin ,159,5574,5658,6790,7028,7692,1282,8244,0.000%,.25893,0.43,0.09
TriggerOTP ,158,8809,8179,12485,13206,14352,2610,14930,0.000%,.25906,0.93,0.14
Product Listing Page (PLP),157,19,18,22,27,57,15,124,0.000%,.25932,8.50,0.14
Get Product List for Compare,157,2921,2877,3765,3980,4374,1390,4663,0.000%,.25829,0.21,0.08
To Add Product To Compare,155,8036,8001,8828,9051,9615,5459,9686,1.935%,.25445,0.20,0.09
Get Compare List after adding Product,152,8345,8398,9921,10242,10894,3020,10921,0.000%,.25520,0.32,0.08
To Remove Product from Compare List ,152,8015,7978,8901,8976,9474,6661,9987,14.474%,.25579,0.20,0.09
Get Compare List after removing Product,150,3017,2929,3702,3878,4566,2160,5077,0.000%,.25646,0.20,0.08
Product Description Page (PDP),148,3706,3612,4337,4610,4944,2810,5453,0.000%,.26598,2.62,0.07
Get Product details with seller,148,3663,3585,4482,4689,5163,2772,5660,0.000%,.26504,1.07,0.07
Add Product to WishList,148,12134,12105,13176,13366,14305,10303,14329,0.000%,.26149,0.18,0.07
Notify Me (if product is out of stock),148,2789,2730,3543,3775,4493,1943,4573,0.000%,.26564,0.20,0.12
Add To Cart,148,12052,14165,18573,19218,20381,2745,21785,0.000%,.26072,0.25,0.15
Buy Now ,143,12509,15069,18972,19374,20055,2608,20070,0.000%,.25536,0.26,0.15
Instabuy pop-up,140,8207,8921,12109,12574,13259,2349,13294,3.571%,.25636,0.44,0.08
Exchange Pop-up,137,4385,4306,5205,5356,6038,3280,6671,0.000%,.25558,0.91,0.06
Remove Exchange,135,3361,3373,4083,4176,4667,2304,4974,0.000%,.25429,0.20,0.09
Deactivate Exchange,134,3293,3262,3967,4109,4449,2415,4489,0.000%,.25327,0.20,0.09
Place Order,132,10418,7977,14116,15310,44363,3325,44799,0.000%,.25026,9.28,0.09
TOTAL,2960,6141,4624,12134,14878,18984,15,44799,1.014%,4.74615,24.32,1.76
