Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,83,597,605,725,762,907,287,912,0.000%,.26920,0.21,0.07
OpenLogin ,83,2203,2169,2531,2873,3968,1575,4359,0.000%,.26785,0.46,0.09
TriggerOTP ,82,2337,2172,3424,3839,4021,905,4093,0.000%,.26530,0.95,0.14
Product Listing Page (PLP),80,20,18,24,30,71,16,72,0.000%,.26123,8.57,0.14
Get Product List for Compare,80,685,715,816,879,1034,197,1105,0.000%,.26078,0.21,0.08
To Add Product To Compare,80,2364,2446,2956,3122,3210,575,3321,0.000%,.26011,0.21,0.10
Get Compare List after adding Product,79,2406,2417,2815,3085,3197,1471,3251,0.000%,.26575,0.34,0.08
To Remove Product from Compare List ,79,2475,2504,2834,2944,3057,1726,3099,0.000%,.26554,0.21,0.09
Get Compare List after removing Product,79,782,728,894,945,2443,469,2549,0.000%,.26702,0.22,0.08
Product Description Page (PDP),79,1085,1052,1258,1492,1763,725,1913,0.000%,.26783,2.64,0.07
Get Product details with seller,79,1061,1056,1236,1263,1373,674,1426,0.000%,.26800,1.08,0.08
Add Product to WishList,79,3747,3674,4364,4615,4860,2300,5872,0.000%,.26594,0.19,0.08
Notify Me (if product is out of stock),79,638,633,782,806,987,383,1092,0.000%,.26930,0.21,0.12
Add To Cart,78,4719,5505,7721,7823,8921,696,9461,0.000%,.26650,0.26,0.15
Buy Now ,77,4854,5789,7877,8086,9718,689,10177,0.000%,.27270,0.27,0.16
Instabuy pop-up,77,2523,2591,3983,4186,5959,491,6020,0.000%,.27020,0.41,0.08
Exchange Pop-up,76,1155,1143,1350,1404,1846,776,1868,0.000%,.26758,0.96,0.07
Remove Exchange,75,797,788,933,1005,1151,489,1540,0.000%,.26536,0.21,0.10
Deactivate Exchange,74,808,790,1006,1122,1207,497,1353,0.000%,.26387,0.21,0.10
Place Order,74,2898,2583,4827,5000,5210,370,5416,0.000%,.26265,0.23,0.10
TOTAL,1572,1902,1258,3862,5789,7766,16,10177,0.000%,5.05331,17.40,1.87
