Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,736,634,635,748,799,1095,177,16726,0.000%,.60856,0.47,0.16
Send OTP ,735,1080,1075,1237,1307,1725,469,17231,0.136%,.60760,0.45,0.20
OpenLogin,731,13208,12897,14559,14755,16285,801,40274,0.410%,.59978,3.84,0.27
Product Listing Page (PLP),725,15,15,18,19,24,12,39,0.000%,.60486,19.17,0.33
Get Product List for Compare,725,1015,863,1088,1328,4938,162,18278,0.000%,.60441,0.48,0.21
To Add Product To Compare,725,3216,2945,3606,4555,6635,485,29420,0.000%,.60387,0.48,0.26
Get Compare List after adding Product,722,2990,2997,3633,4663,5253,573,5992,0.000%,.60175,0.82,0.22
To Remove Product from Compare List ,721,2588,2778,3490,4042,4834,215,37531,0.000%,.60127,0.48,0.24
Product Description Page (PDP),716,4984,4568,5935,7133,7783,1221,47898,0.000%,.59704,64.74,0.17
Get Product details with seller,715,4527,4405,5462,6652,7197,1132,45628,0.000%,.59707,3.45,0.18
Add Product to WishList,713,7001,6902,8054,9067,10717,791,48921,0.421%,.59631,0.42,0.19
Add To Cart,709,16805,17067,18834,19364,53057,541,60470,0.423%,.59227,0.56,0.50
Buy Now ,700,16611,17202,19187,19764,22693,527,55798,0.429%,.59221,0.57,0.35
Instabuy pop-up,690,2423,874,13027,14365,15786,208,17571,1.884%,.59868,0.57,0.18
Exchange Pop-up,690,1356,1320,1562,1626,2844,292,18270,0.000%,.59832,2.14,0.15
Remove Exchange,688,885,891,1057,1107,1528,231,2219,0.000%,.59749,0.46,0.22
Deactivate Exchange,688,919,906,1049,1102,1612,235,17144,0.000%,.59729,0.46,0.22
Notify Me (if product is out of stock) ,687,691,696,826,864,1154,182,2264,0.000%,.59862,0.46,0.28
Place Order,687,3967,3291,4263,11540,15965,539,43187,0.728%,.59679,23.92,0.22
TOTAL,13503,4474,2405,13907,17269,19236,12,60470,0.230%,11.04874,120.57,4.41
