Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,163,163,163,163,163,163,163,0.000%,6.13497,4.75,1.58
Send OTP ,1,502,502,502,502,502,502,502,0.000%,1.99203,1.47,0.67
OpenLogin,1,926,926,926,926,926,926,926,0.000%,1.07991,6.95,0.49
Product Listing Page (PLP),1,18,18,18,18,18,18,18,0.000%,55.55556,1761.07,30.65
Get Product List for Compare,1,155,155,155,155,155,155,155,0.000%,6.45161,5.15,2.26
To Add Product To Compare,1,487,487,487,487,487,487,487,0.000%,2.05339,1.62,0.93
Get Compare List after adding Product,1,537,537,537,537,537,537,537,0.000%,1.86220,2.44,0.67
To Remove Product from Compare List ,1,480,480,480,480,480,480,480,0.000%,2.08333,1.65,0.90
Product Description Page (PDP),1,752,752,752,752,752,752,752,0.000%,1.32979,37.41,0.42
Get Product details with seller,1,732,732,732,732,732,732,732,0.000%,1.36612,5.42,0.45
Add Product to WishList,1,1340,1340,1340,1340,1340,1340,1340,0.000%,.74627,0.52,0.24
Add To Cart,1,3378,3378,3378,3378,3378,3378,3378,0.000%,.29603,0.32,0.26
Buy Now ,1,3589,3589,3589,3589,3589,3589,3589,0.000%,.27863,0.30,0.17
Instabuy pop-up,1,1044,1044,1044,1044,1044,1044,1044,0.000%,.95785,3.41,0.29
Exchange Pop-up,1,226,226,226,226,226,226,226,0.000%,4.42478,15.82,1.09
Remove Exchange,1,174,174,174,174,174,174,174,0.000%,5.74713,4.45,2.07
Deactivate Exchange,1,185,185,185,185,185,185,185,0.000%,5.40541,4.20,1.95
Notify Me (if product is out of stock) ,1,135,135,135,135,135,135,135,0.000%,7.40741,5.69,3.73
Place Order,1,1552,1552,1552,1552,1552,1552,1552,0.000%,.64433,0.81,0.24
TOTAL,19,861,502,1552,3378,3589,18,3589,0.000%,1.15938,5.43,0.48
